Time_On_Site,Pages_Viewed,Exit_Rate,Visitor_Type,Device,Age,Voucher_Used
85.4,2,0.83,New_Visitor,Mobile,41,0
121.9,4,0.571,Returning_Visitor,Mobile,41,1
86.8,6,0.989,Returning_Visitor,Mobile,34,0
130.8,1,0.291,New_Visitor,Mobile,57,1
118.0,4,0.285,Returning_Visitor,Mobile,27,0
110.4,6,0.167,New_Visitor,Desktop,19,0
83.7,3,0.171,Returning_Visitor,Mobile,40,0
96.9,5,0.289,Returning_Visitor,Desktop,23,0
150.2,3,0.787,Returning_Visitor,Mobile,19,0
140.0,4,0.898,Returning_Visitor,Desktop,38,0
80.9,6,0.966,New_Visitor,Desktop,52,1
124.0,2,0.238,Returning_Visitor,Mobile,46,1
150.1,3,0.874,New_Visitor,Mobile,24,1
53.2,3,0.332,Returning_Visitor,Mobile,46,0
141.7,4,0.121,Returning_Visitor,Mobile,54,0
93.5,9,0.863,Returning_Visitor,Mobile,40,0
142.8,6,0.633,New_Visitor,Mobile,50,0
89.5,6,0.171,Returning_Visitor,Mobile,25,0
47.8,5,0.431,Returning_Visitor,Desktop,29,0
54.9,1,0.292,New_Visitor,Mobile,27,0
121.9,1,0.732,Returning_Visitor,Desktop,32,0
130.4,9,0.454,Returning_Visitor,Mobile,41,1
83.8,2,0.979,Returning_Visitor,Desktop,43,0
145.5,5,0.064,Returning_Visitor,Mobile,59,1
53.5,4,0.358,Returning_Visitor,Mobile,56,0
117.4,2,0.482,New_Visitor,Desktop,20,0
71.6,4,0.503,Returning_Visitor,Mobile,19,0
93.9,1,0.32,New_Visitor,Desktop,23,0
121.9,3,0.725,Returning_Visitor,Mobile,38,0
85.6,3,0.867,Returning_Visitor,Mobile,26,0
104.6,4,0.93,Returning_Visitor,Mobile,27,0
160.3,2,0.799,Returning_Visitor,Desktop,53,0
96.9,1,0.844,New_Visitor,Mobile,20,1
153.4,1,0.55,Returning_Visitor,Desktop,58,0
74.8,2,0.819,Returning_Visitor,Desktop,41,0
141.2,6,0.307,New_Visitor,Mobile,39,1
177.7,3,0.401,Returning_Visitor,Mobile,31,1
21.1,4,0.321,Returning_Visitor,Desktop,59,0
88.1,4,0.468,Returning_Visitor,Mobile,44,0
143.1,2,0.29,New_Visitor,Mobile,50,0
111.9,3,0.952,Returning_Visitor,Mobile,39,0
134.8,3,0.317,New_Visitor,Mobile,46,0
95.8,4,0.106,New_Visitor,Mobile,36,1
123.5,4,0.526,New_Visitor,Mobile,36,0
113.8,1,0.066,New_Visitor,Desktop,23,0
166.7,5,0.118,New_Visitor,Mobile,36,1
130.2,3,0.225,Returning_Visitor,Mobile,30,0
133.5,6,0.465,Returning_Visitor,Desktop,43,0
103.5,3,0.435,New_Visitor,Desktop,39,0
100.5,8,0.794,New_Visitor,Desktop,38,1
102.7,4,0.735,Returning_Visitor,Mobile,53,0
135.8,8,0.428,Returning_Visitor,Desktop,19,0
103.2,4,0.337,New_Visitor,Mobile,47,1
131.6,4,0.32,New_Visitor,Mobile,44,1
203.0,5,0.769,New_Visitor,Mobile,24,1
154.8,5,0.061,New_Visitor,Mobile,37,1
107.0,4,0.023,New_Visitor,Desktop,48,1
168.0,2,0.79,Returning_Visitor,Mobile,40,0
103.7,3,0.478,New_Visitor,Desktop,30,0
38.5,5,0.138,Returning_Visitor,Desktop,34,1
79.7,1,0.241,New_Visitor,Mobile,21,0
45.2,2,0.924,Returning_Visitor,Mobile,31,0
105.9,4,0.852,Returning_Visitor,Mobile,37,0
120.7,4,0.706,Returning_Visitor,Mobile,30,0
187.1,3,0.483,Returning_Visitor,Mobile,20,0
133.1,4,0.52,Returning_Visitor,Desktop,43,0
111.2,9,0.966,Returning_Visitor,Mobile,43,0
153.2,1,0.956,Returning_Visitor,Mobile,35,1
31.6,4,0.221,Returning_Visitor,Desktop,49,0
129.4,1,0.805,Returning_Visitor,Mobile,31,0
150.8,5,0.203,Returning_Visitor,Desktop,20,0
60.9,4,0.219,Returning_Visitor,Mobile,18,0
165.8,4,0.673,Returning_Visitor,Mobile,43,0
133.5,3,0.407,New_Visitor,Mobile,41,1
103.4,5,0.923,New_Visitor,Mobile,52,0
145.3,4,0.097,Returning_Visitor,Mobile,31,0
210.8,2,0.511,New_Visitor,Desktop,20,1
127.3,7,0.91,Returning_Visitor,Mobile,30,0
129.9,5,0.896,New_Visitor,Desktop,31,1
101.6,2,0.163,Returning_Visitor,Mobile,38,0
86.0,8,0.369,Returning_Visitor,Mobile,43,0
153.2,1,0.617,Returning_Visitor,Mobile,20,1
85.8,4,0.166,Returning_Visitor,Desktop,57,1
122.9,4,0.959,Returning_Visitor,Mobile,21,0
100.9,1,0.906,Returning_Visitor,Mobile,53,0
139.2,3,0.174,Returning_Visitor,Desktop,18,0
133.3,3,0.129,New_Visitor,Mobile,57,0
161.5,6,0.094,Returning_Visitor,Desktop,50,1
99.6,4,0.901,Returning_Visitor,Mobile,24,0
109.2,4,0.2,Returning_Visitor,Desktop,28,0
80.8,1,0.418,Returning_Visitor,Desktop,44,0
102.2,6,0.45,Returning_Visitor,Desktop,31,1
135.1,3,0.597,New_Visitor,Mobile,39,0
150.3,3,0.08,New_Visitor,Mobile,33,1
83.1,3,0.232,Returning_Visitor,Desktop,29,0
154.8,4,0.923,Returning_Visitor,Mobile,27,0
174.2,6,0.9,Returning_Visitor,Mobile,41,0
136.5,7,0.776,New_Visitor,Desktop,35,0
195.1,2,0.029,Returning_Visitor,Mobile,39,0
89.0,3,0.33,Returning_Visitor,Mobile,26,0
70.2,3,0.625,Returning_Visitor,Mobile,34,0
48.9,4,0.28,New_Visitor,Mobile,55,1
179.8,4,0.901,New_Visitor,Mobile,57,1
146.2,3,0.631,New_Visitor,Desktop,30,0
117.8,5,0.08,New_Visitor,Mobile,54,1
131.2,5,0.901,New_Visitor,Desktop,23,0
75.0,4,0.949,New_Visitor,Desktop,38,0
217.8,8,0.086,Returning_Visitor,Desktop,53,0
125.2,4,0.532,Returning_Visitor,Mobile,24,0
124.4,3,0.307,Returning_Visitor,Desktop,53,0
149.0,5,0.395,New_Visitor,Mobile,42,1
139.2,9,0.186,Returning_Visitor,Mobile,28,0
129.0,5,0.577,Returning_Visitor,Desktop,31,0
88.4,2,0.949,New_Visitor,Mobile,46,1
138.9,5,0.503,Returning_Visitor,Desktop,27,1
195.3,2,0.091,New_Visitor,Mobile,22,1
173.8,2,0.618,Returning_Visitor,Desktop,25,1
183.7,5,0.343,Returning_Visitor,Mobile,22,0
99.6,2,0.849,Returning_Visitor,Desktop,41,0
80.4,5,0.436,Returning_Visitor,Mobile,57,1
115.0,1,0.199,Returning_Visitor,Mobile,43,0
122.2,3,0.197,Returning_Visitor,Mobile,23,0
163.8,3,0.763,Returning_Visitor,Mobile,33,0
52.3,2,0.27,New_Visitor,Mobile,53,0
181.2,6,0.762,New_Visitor,Mobile,29,1
113.7,2,0.212,Returning_Visitor,Mobile,28,0
102.9,1,0.325,Returning_Visitor,Mobile,20,1
79.5,5,0.466,Returning_Visitor,Mobile,54,1
53.8,2,0.934,New_Visitor,Desktop,23,1
152.9,5,0.923,Returning_Visitor,Desktop,36,1
122.9,1,0.213,New_Visitor,Desktop,35,1
68.4,5,0.361,Returning_Visitor,Desktop,33,0
68.2,5,0.156,Returning_Visitor,Mobile,40,0
106.6,5,0.51,Returning_Visitor,Mobile,54,0
186.8,8,0.461,New_Visitor,Mobile,26,1
109.6,4,0.893,Returning_Visitor,Desktop,20,0
59.9,5,0.921,Returning_Visitor,Desktop,25,0
110.2,6,0.386,Returning_Visitor,Mobile,55,0
109.1,5,0.492,Returning_Visitor,Mobile,21,0
12.1,4,0.888,Returning_Visitor,Mobile,29,0
117.8,2,0.801,Returning_Visitor,Mobile,48,0
110.8,7,0.014,Returning_Visitor,Mobile,42,0
147.8,2,0.324,New_Visitor,Mobile,33,1
194.0,4,0.423,Returning_Visitor,Desktop,59,1
165.1,3,0.235,Returning_Visitor,Mobile,31,1
109.2,4,0.206,New_Visitor,Desktop,30,0
75.7,5,0.047,New_Visitor,Desktop,58,1
222.9,2,0.641,Returning_Visitor,Desktop,24,0
122.4,7,0.267,New_Visitor,Desktop,29,1
120.6,2,0.061,Returning_Visitor,Desktop,54,1
119.0,5,0.236,New_Visitor,Desktop,21,0
127.9,1,0.796,Returning_Visitor,Desktop,19,1
114.2,3,0.844,Returning_Visitor,Mobile,52,0
97.1,1,0.483,Returning_Visitor,Desktop,20,0
98.1,4,0.418,Returning_Visitor,Desktop,21,0
118.7,5,0.968,Returning_Visitor,Desktop,55,0
98.3,5,0.207,Returning_Visitor,Desktop,29,1
91.5,3,0.221,New_Visitor,Mobile,36,0
124.3,4,0.296,New_Visitor,Mobile,27,0
109.8,4,0.179,New_Visitor,Mobile,18,0
180.2,9,0.382,Returning_Visitor,Mobile,34,1
14.0,5,0.903,New_Visitor,Desktop,33,0
163.7,5,0.613,New_Visitor,Mobile,26,1
169.8,7,0.414,Returning_Visitor,Mobile,26,0
37.1,3,0.926,Returning_Visitor,Mobile,26,0
106.3,2,0.057,Returning_Visitor,Mobile,29,0
105.1,7,0.216,New_Visitor,Desktop,58,1
63.7,7,0.565,New_Visitor,Desktop,32,0
88.9,5,0.613,Returning_Visitor,Mobile,19,0
75.6,6,0.049,New_Visitor,Mobile,28,0
190.1,5,0.405,Returning_Visitor,Mobile,28,0
157.4,2,0.646,Returning_Visitor,Mobile,25,1
170.9,5,0.694,Returning_Visitor,Mobile,49,1
148.9,7,0.635,New_Visitor,Desktop,23,0
74.8,6,0.324,Returning_Visitor,Mobile,37,1
99.0,2,0.102,Returning_Visitor,Mobile,56,1
139.6,6,0.429,Returning_Visitor,Mobile,52,1
71.1,3,0.136,Returning_Visitor,Desktop,25,1
148.5,5,0.939,New_Visitor,Desktop,51,0
110.4,4,0.476,New_Visitor,Desktop,36,0
105.0,2,0.321,Returning_Visitor,Mobile,24,0
148.4,5,0.761,Returning_Visitor,Desktop,48,0
137.8,6,0.498,Returning_Visitor,Mobile,35,0
105.6,6,0.314,Returning_Visitor,Mobile,57,0
166.4,3,0.806,Returning_Visitor,Mobile,31,0
76.8,4,0.86,Returning_Visitor,Mobile,56,0
144.6,4,0.67,Returning_Visitor,Desktop,53,0
143.7,5,0.056,New_Visitor,Desktop,34,0
107.6,2,0.565,Returning_Visitor,Mobile,54,0
133.0,1,0.758,New_Visitor,Desktop,26,0
70.0,1,0.144,Returning_Visitor,Desktop,37,0
157.0,7,0.234,Returning_Visitor,Desktop,45,0
112.6,7,0.875,Returning_Visitor,Mobile,37,0
99.1,5,0.03,New_Visitor,Mobile,58,0
162.0,5,0.748,Returning_Visitor,Mobile,53,0
91.8,2,0.474,New_Visitor,Desktop,44,0
63.7,1,0.448,Returning_Visitor,Mobile,25,1
57.7,6,0.017,New_Visitor,Mobile,49,1
144.2,3,0.813,Returning_Visitor,Mobile,18,0
68.8,3,0.363,Returning_Visitor,Mobile,34,0
190.2,3,0.54,Returning_Visitor,Desktop,26,0
36.7,2,0.674,Returning_Visitor,Desktop,37,0
187.9,4,0.699,New_Visitor,Desktop,49,1
128.4,3,0.947,New_Visitor,Desktop,19,0
116.1,7,0.531,Returning_Visitor,Mobile,49,0
98.2,4,0.402,Returning_Visitor,Mobile,26,0
136.0,3,0.945,New_Visitor,Mobile,47,0
118.5,5,0.639,Returning_Visitor,Mobile,37,0
164.1,2,0.302,Returning_Visitor,Mobile,55,1
124.6,4,0.134,New_Visitor,Desktop,18,1
126.0,3,0.836,New_Visitor,Mobile,22,0
105.5,5,0.365,New_Visitor,Desktop,52,1
117.7,2,0.657,Returning_Visitor,Mobile,53,0
132.3,6,0.471,Returning_Visitor,Mobile,18,1
51.6,3,0.205,Returning_Visitor,Mobile,31,0
66.1,4,0.6,Returning_Visitor,Mobile,26,0
149.7,5,0.069,New_Visitor,Mobile,47,0
126.8,4,0.415,Returning_Visitor,Mobile,41,0
112.6,4,0.546,Returning_Visitor,Mobile,21,0
120.7,2,0.437,New_Visitor,Mobile,31,0
133.9,3,0.744,Returning_Visitor,Mobile,42,0
98.4,2,0.821,Returning_Visitor,Desktop,21,1
88.9,1,0.766,Returning_Visitor,Desktop,42,0
127.8,3,0.048,Returning_Visitor,Mobile,27,0
80.9,4,0.2,New_Visitor,Desktop,52,0
136.3,4,0.536,New_Visitor,Desktop,24,0
51.9,7,0.926,Returning_Visitor,Desktop,59,0
161.2,2,0.828,New_Visitor,Mobile,30,1
138.9,5,0.836,Returning_Visitor,Mobile,21,0
130.2,8,0.307,Returning_Visitor,Desktop,53,0
159.3,9,0.431,Returning_Visitor,Mobile,31,1
186.6,2,0.471,Returning_Visitor,Desktop,35,1
160.6,4,0.164,Returning_Visitor,Desktop,25,1
46.4,4,0.04,Returning_Visitor,Mobile,49,0
68.8,6,0.938,Returning_Visitor,Mobile,44,0
95.0,5,0.246,New_Visitor,Mobile,59,1
121.0,1,0.245,New_Visitor,Mobile,54,0
140.7,2,0.092,Returning_Visitor,Mobile,40,0
91.0,6,0.92,New_Visitor,Mobile,24,0
127.5,5,0.578,New_Visitor,Mobile,29,0
89.8,4,0.664,New_Visitor,Mobile,42,0
95.5,5,0.903,Returning_Visitor,Desktop,20,0
63.7,4,0.349,Returning_Visitor,Mobile,43,0
83.1,4,0.619,New_Visitor,Desktop,21,1
65.9,1,0.048,Returning_Visitor,Desktop,59,0
81.0,8,0.193,Returning_Visitor,Mobile,53,0
162.1,2,0.825,New_Visitor,Desktop,32,1
82.0,4,0.761,Returning_Visitor,Mobile,49,0
225.3,7,0.354,Returning_Visitor,Desktop,46,0
139.7,6,0.379,Returning_Visitor,Mobile,27,0
127.4,3,0.533,Returning_Visitor,Mobile,38,0
85.7,5,0.01,New_Visitor,Mobile,33,1
148.0,5,0.246,Returning_Visitor,Mobile,36,0
97.0,3,0.214,New_Visitor,Mobile,46,0
124.9,3,0.255,Returning_Visitor,Mobile,35,0
222.4,5,0.8,Returning_Visitor,Mobile,33,0
116.2,1,0.284,Returning_Visitor,Mobile,18,0
166.0,4,0.198,New_Visitor,Mobile,19,1
91.9,2,0.504,Returning_Visitor,Mobile,32,0
118.6,1,0.858,Returning_Visitor,Mobile,56,0
190.8,2,0.247,Returning_Visitor,Mobile,45,0
94.9,4,0.087,Returning_Visitor,Desktop,18,1
192.5,4,0.359,Returning_Visitor,Mobile,22,0
148.3,2,0.743,Returning_Visitor,Desktop,59,0
97.5,9,0.55,Returning_Visitor,Mobile,39,0
145.3,4,0.81,Returning_Visitor,Desktop,53,0
158.9,5,0.95,Returning_Visitor,Mobile,30,0
144.9,4,0.787,Returning_Visitor,Mobile,18,0
57.2,3,0.602,New_Visitor,Mobile,33,1
90.9,6,0.493,Returning_Visitor,Mobile,58,0
110.1,5,0.049,Returning_Visitor,Mobile,39,0
117.0,5,0.975,New_Visitor,Mobile,49,0
144.8,4,0.386,Returning_Visitor,Desktop,33,1
127.1,4,0.159,Returning_Visitor,Mobile,32,0
66.6,3,0.663,Returning_Visitor,Mobile,59,0
135.2,1,0.289,Returning_Visitor,Desktop,29,0
144.4,1,0.584,New_Visitor,Mobile,18,0
142.4,5,0.585,New_Visitor,Desktop,34,1
163.2,6,0.447,Returning_Visitor,Mobile,58,0
153.4,6,0.829,New_Visitor,Desktop,45,0
138.4,3,0.27,New_Visitor,Mobile,24,1
117.2,6,0.45,Returning_Visitor,Desktop,26,0
53.6,5,0.537,Returning_Visitor,Desktop,39,0
137.2,6,0.66,Returning_Visitor,Mobile,43,0
128.3,1,0.778,Returning_Visitor,Mobile,29,0
130.9,3,0.397,New_Visitor,Mobile,24,0
68.9,3,0.643,New_Visitor,Desktop,32,0
76.8,6,0.158,Returning_Visitor,Mobile,55,0
162.1,2,0.924,Returning_Visitor,Mobile,38,0
118.4,9,0.385,New_Visitor,Mobile,31,1
147.3,4,0.725,Returning_Visitor,Mobile,19,0
121.1,3,0.03,New_Visitor,Mobile,25,0
121.2,5,0.211,Returning_Visitor,Desktop,23,0
157.5,5,0.487,New_Visitor,Mobile,54,1
99.4,2,0.871,New_Visitor,Desktop,54,1
123.8,3,0.527,New_Visitor,Mobile,50,0
101.5,5,0.921,Returning_Visitor,Mobile,58,0
102.6,4,0.484,Returning_Visitor,Mobile,23,0
107.6,3,0.491,Returning_Visitor,Mobile,43,1
128.9,1,0.127,Returning_Visitor,Desktop,56,0
100.9,4,0.797,Returning_Visitor,Desktop,58,0
170.2,2,0.252,New_Visitor,Mobile,54,1
84.2,8,0.892,Returning_Visitor,Mobile,31,0
112.5,7,0.903,Returning_Visitor,Mobile,54,0
102.4,5,0.934,Returning_Visitor,Desktop,25,0
177.9,2,0.52,New_Visitor,Desktop,56,1
127.9,4,0.674,Returning_Visitor,Desktop,30,0
161.3,6,0.773,New_Visitor,Mobile,30,1
60.6,3,0.138,Returning_Visitor,Mobile,57,0
130.7,2,0.599,New_Visitor,Mobile,45,0
155.6,5,0.044,Returning_Visitor,Mobile,35,1
123.3,5,0.498,Returning_Visitor,Mobile,36,0
162.6,5,0.162,Returning_Visitor,Mobile,55,0
99.3,5,0.189,Returning_Visitor,Mobile,49,0
176.4,6,0.368,Returning_Visitor,Desktop,39,1
212.0,4,0.434,Returning_Visitor,Desktop,19,0
105.5,1,0.621,Returning_Visitor,Mobile,30,0
102.2,6,0.083,Returning_Visitor,Mobile,40,0
178.1,5,0.504,Returning_Visitor,Mobile,42,0
183.2,6,0.189,New_Visitor,Desktop,45,1
99.1,6,0.572,Returning_Visitor,Desktop,28,0
103.2,2,0.635,Returning_Visitor,Desktop,50,0
108.7,2,0.556,Returning_Visitor,Desktop,41,0
66.2,3,0.734,Returning_Visitor,Mobile,19,0
83.3,6,0.339,Returning_Visitor,Mobile,47,0
79.8,4,0.76,New_Visitor,Mobile,34,0
89.3,3,0.434,New_Visitor,Mobile,57,1
118.6,3,0.485,New_Visitor,Desktop,51,0
129.4,3,0.645,Returning_Visitor,Mobile,55,0
182.0,4,0.028,Returning_Visitor,Mobile,39,0
80.1,2,0.651,Returning_Visitor,Mobile,22,1
159.4,4,0.616,Returning_Visitor,Desktop,57,0
111.4,4,0.314,New_Visitor,Mobile,33,0
118.0,6,0.094,Returning_Visitor,Desktop,30,0
147.0,2,0.099,Returning_Visitor,Mobile,43,0
75.1,1,0.915,Returning_Visitor,Mobile,48,0
135.3,5,0.685,Returning_Visitor,Mobile,56,0
126.7,5,0.135,Returning_Visitor,Desktop,40,0
139.7,6,0.36,Returning_Visitor,Mobile,29,0
131.6,6,0.591,Returning_Visitor,Desktop,31,0
218.2,1,0.829,New_Visitor,Mobile,35,1
94.5,3,0.053,New_Visitor,Mobile,44,0
98.8,3,0.242,Returning_Visitor,Desktop,45,0
95.1,7,0.882,Returning_Visitor,Mobile,35,0
97.8,6,0.019,Returning_Visitor,Mobile,33,1
94.5,3,0.207,Returning_Visitor,Desktop,33,1
167.6,4,0.95,Returning_Visitor,Mobile,30,0
176.8,1,0.611,New_Visitor,Desktop,46,0
97.2,4,0.266,Returning_Visitor,Mobile,26,0
86.7,4,0.076,Returning_Visitor,Mobile,43,0
138.9,1,0.038,New_Visitor,Mobile,45,1
97.9,2,0.25,Returning_Visitor,Desktop,58,1
145.3,6,0.874,Returning_Visitor,Mobile,30,0
128.1,4,0.418,Returning_Visitor,Desktop,53,0
59.4,2,0.716,Returning_Visitor,Desktop,26,0
181.9,7,0.91,Returning_Visitor,Mobile,31,0
191.8,5,0.41,Returning_Visitor,Mobile,29,0
95.5,4,0.197,Returning_Visitor,Mobile,49,1
104.5,6,0.517,Returning_Visitor,Mobile,55,0
131.4,7,0.9,New_Visitor,Mobile,20,1
133.4,3,0.798,Returning_Visitor,Desktop,33,0
146.3,5,0.075,New_Visitor,Desktop,37,1
200.4,6,0.689,New_Visitor,Desktop,49,1
112.9,2,0.57,Returning_Visitor,Desktop,40,0
88.1,5,0.899,New_Visitor,Desktop,34,0
64.8,2,0.13,Returning_Visitor,Mobile,33,1
90.8,3,0.533,New_Visitor,Desktop,55,1
118.7,1,0.872,Returning_Visitor,Desktop,25,0
191.8,2,0.412,New_Visitor,Mobile,36,1
99.3,3,0.482,New_Visitor,Desktop,47,1
129.0,3,0.079,New_Visitor,Mobile,51,0
119.3,6,0.283,Returning_Visitor,Desktop,31,1
167.5,1,0.328,Returning_Visitor,Desktop,39,0
221.1,5,0.936,New_Visitor,Desktop,34,1
98.8,6,0.287,Returning_Visitor,Mobile,32,0
100.4,6,0.462,Returning_Visitor,Desktop,49,1
161.8,3,0.668,Returning_Visitor,Mobile,30,0
147.3,4,0.169,Returning_Visitor,Mobile,38,0
193.9,5,0.487,Returning_Visitor,Desktop,57,0
143.4,4,0.734,New_Visitor,Mobile,50,1
105.6,4,0.86,Returning_Visitor,Desktop,44,0
143.6,4,0.624,Returning_Visitor,Mobile,52,0
164.3,4,0.666,Returning_Visitor,Mobile,33,0
152.8,5,0.134,New_Visitor,Desktop,45,1
140.3,2,0.937,New_Visitor,Mobile,51,0
162.7,3,0.14,Returning_Visitor,Mobile,18,1
166.8,2,0.769,Returning_Visitor,Desktop,58,0
175.3,1,0.27,Returning_Visitor,Mobile,48,1
145.9,8,0.925,Returning_Visitor,Desktop,53,0
113.3,1,0.716,New_Visitor,Mobile,50,0
125.9,10,0.749,Returning_Visitor,Mobile,50,0
168.3,5,0.225,Returning_Visitor,Mobile,56,0
87.3,6,0.444,Returning_Visitor,Mobile,35,0
134.7,3,0.615,New_Visitor,Mobile,40,0
104.3,6,0.765,Returning_Visitor,Mobile,40,0
121.1,4,0.112,Returning_Visitor,Mobile,32,0
171.1,3,0.953,New_Visitor,Mobile,43,0
127.6,1,0.882,Returning_Visitor,Mobile,47,0
121.9,5,0.275,Returning_Visitor,Mobile,42,0
65.6,8,0.816,New_Visitor,Mobile,33,0
149.9,2,0.518,Returning_Visitor,Desktop,56,0
145.8,3,0.463,Returning_Visitor,Desktop,31,1
206.5,6,0.318,Returning_Visitor,Desktop,34,0
107.7,1,0.579,Returning_Visitor,Mobile,29,0
128.8,5,0.725,Returning_Visitor,Desktop,46,0
130.0,5,0.413,New_Visitor,Desktop,49,1
183.1,7,0.627,Returning_Visitor,Desktop,41,0
116.2,5,0.695,Returning_Visitor,Mobile,30,0
131.2,1,0.707,Returning_Visitor,Desktop,37,0
144.3,4,0.061,Returning_Visitor,Desktop,32,0
127.5,6,0.853,New_Visitor,Desktop,21,0
102.1,1,0.459,Returning_Visitor,Mobile,51,0
127.8,1,0.267,Returning_Visitor,Mobile,45,0
162.9,2,0.247,New_Visitor,Mobile,19,1
78.9,6,0.483,Returning_Visitor,Mobile,47,0
125.3,4,0.879,Returning_Visitor,Desktop,43,0
92.0,5,0.381,Returning_Visitor,Mobile,43,0
167.8,8,0.745,New_Visitor,Mobile,37,0
59.1,5,0.105,Returning_Visitor,Mobile,59,0
97.6,6,0.477,New_Visitor,Mobile,45,1
135.1,3,0.982,New_Visitor,Mobile,37,0
182.6,3,0.765,Returning_Visitor,Desktop,28,0
117.4,4,0.216,New_Visitor,Mobile,27,1
97.8,4,0.501,New_Visitor,Mobile,40,1
195.2,5,0.239,New_Visitor,Mobile,54,0
62.1,4,0.411,New_Visitor,Mobile,58,1
32.0,5,0.774,New_Visitor,Mobile,36,1
137.6,3,0.766,Returning_Visitor,Desktop,35,0
99.9,1,0.234,New_Visitor,Desktop,44,0
79.2,3,0.914,New_Visitor,Desktop,23,0
148.3,3,0.591,New_Visitor,Desktop,27,0
129.8,3,0.382,Returning_Visitor,Mobile,19,0
97.4,6,0.502,Returning_Visitor,Desktop,41,0
68.8,7,0.603,Returning_Visitor,Desktop,55,0
154.9,5,0.559,Returning_Visitor,Desktop,45,0
146.0,4,0.487,Returning_Visitor,Mobile,45,0
116.0,2,0.505,Returning_Visitor,Desktop,56,0
193.9,1,0.183,New_Visitor,Desktop,19,1
77.2,4,0.806,Returning_Visitor,Desktop,22,0
59.0,3,0.541,Returning_Visitor,Mobile,28,0
92.3,5,0.138,Returning_Visitor,Desktop,27,1
118.2,3,0.761,New_Visitor,Desktop,19,0
129.7,4,0.924,Returning_Visitor,Desktop,32,0
110.4,6,0.938,New_Visitor,Mobile,56,0
134.1,3,0.372,New_Visitor,Desktop,58,0
69.9,3,0.143,Returning_Visitor,Mobile,54,0
177.8,4,0.518,Returning_Visitor,Mobile,24,0
116.7,5,0.12,Returning_Visitor,Mobile,37,0
164.7,5,0.925,Returning_Visitor,Desktop,51,0
133.7,4,0.19,New_Visitor,Mobile,52,1
138.3,8,0.258,New_Visitor,Mobile,51,0
142.8,6,0.409,New_Visitor,Desktop,39,1
137.9,4,0.386,Returning_Visitor,Desktop,48,0
145.7,3,0.789,New_Visitor,Mobile,40,0
173.2,3,0.457,New_Visitor,Desktop,36,1
127.9,4,0.177,Returning_Visitor,Desktop,21,0
148.4,4,0.272,New_Visitor,Mobile,41,0
116.4,3,0.509,Returning_Visitor,Mobile,37,1
177.6,4,0.155,Returning_Visitor,Mobile,56,1
92.9,3,0.609,Returning_Visitor,Mobile,45,1
192.0,5,0.564,Returning_Visitor,Mobile,56,0
118.4,2,0.71,Returning_Visitor,Desktop,34,0
62.8,6,0.929,New_Visitor,Desktop,36,0
125.1,5,0.904,Returning_Visitor,Mobile,52,0
92.8,1,0.937,Returning_Visitor,Mobile,49,1
153.6,5,0.25,New_Visitor,Mobile,56,0
93.9,4,0.139,New_Visitor,Mobile,52,0
102.2,1,0.306,Returning_Visitor,Mobile,47,0
44.4,5,0.887,Returning_Visitor,Desktop,34,0
101.9,4,0.963,Returning_Visitor,Desktop,59,0
23.0,6,0.852,Returning_Visitor,Mobile,46,0
56.6,1,0.118,New_Visitor,Desktop,23,1
150.4,2,0.938,Returning_Visitor,Mobile,34,0
151.4,2,0.425,Returning_Visitor,Desktop,34,1
137.0,3,0.019,New_Visitor,Mobile,31,0
81.3,3,0.444,Returning_Visitor,Mobile,41,1
118.1,1,0.055,Returning_Visitor,Desktop,54,0
119.9,3,0.543,Returning_Visitor,Mobile,57,0
73.7,3,0.342,New_Visitor,Desktop,56,0
180.1,3,0.474,Returning_Visitor,Mobile,49,0
155.1,2,0.611,Returning_Visitor,Mobile,53,0
111.2,3,0.861,Returning_Visitor,Mobile,54,0
121.1,6,0.659,Returning_Visitor,Mobile,31,1
128.3,2,0.435,New_Visitor,Desktop,44,1
38.3,4,0.813,Returning_Visitor,Mobile,36,1
110.1,4,0.897,Returning_Visitor,Desktop,48,0
92.7,3,0.127,New_Visitor,Desktop,26,1
79.9,4,0.531,Returning_Visitor,Desktop,55,0
108.8,3,0.289,Returning_Visitor,Mobile,34,1
191.9,3,0.056,Returning_Visitor,Desktop,36,1
145.6,6,0.665,New_Visitor,Mobile,21,1
97.2,7,0.856,Returning_Visitor,Mobile,28,0
142.9,6,0.17,Returning_Visitor,Mobile,39,0
