tourist_id,gioi_tinh,nhom_tuoi,muc_dich,so_nguoi,ngan_sach_trieu,so_ngay,mua,dia_diem,kenh_dat,danh_gia,khach_quay_lai,DV_Khach_San_Resort,DV_Homestay_Glamping,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Ve_Khu_Vui_Choi,DV_Tour_Trong_Ngay,DV_Thue_Xe_Oto,DV_Thue_Xe_Dien,HD_Tam_Bien,HD_Leo_Nui_Trekking,HD_Tham_Quan_Di_Tich,HD_Mua_Sam,HD_Am_Thuc,HD_Chup_Anh_Check_In,HD_The_Thao_Nuoc,HD_Nghi_Duong_Chua_Lanh,services_list,activities_list
KH0293,Nam,36-45,Kham_Pha,5,70.8,5,Dong,Hue,Website_OTA,3.0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"DV_Khach_San_Resort,DV_Thue_Xe_Dien",HD_Tham_Quan_Di_Tich
KH0294,Nam,18-25,Di_Mot_Minh,5,43.7,7,Thu,Ha_Noi,App_Di_Dong,3.5,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,"DV_Khach_San_Resort,DV_Ve_May_Bay,DV_Dua_Don_San_Bay","HD_Tham_Quan_Di_Tich,HD_Nghi_Duong_Chua_Lanh"
KH0295,Nam,36-45,Di_Mot_Minh,1,5.0,7,Thu,Hue,Website_OTA,4.5,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,"DV_Homestay_Glamping,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Thue_Xe_Dien",HD_Nghi_Duong_Chua_Lanh
KH0296,Nu,55+,Kham_Pha,6,137.0,6,Thu,Phu_Quoc,Truc_Tiep,3.5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"DV_Khach_San_Resort,DV_Ve_May_Bay",HD_Chup_Anh_Check_In
KH0297,Nu,46-55,Di_Mot_Minh,1,17.4,4,Xuan,Phu_Quoc,App_Di_Dong,3.5,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,"DV_Khach_San_Resort,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Trong_Ngay","HD_Tam_Bien,HD_The_Thao_Nuoc,HD_Nghi_Duong_Chua_Lanh"
KH0298,Nu,18-25,Kham_Pha,2,6.1,2,Ha,Nha_Trang,Super_App_Vi_Dien_Tu,4.5,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,"DV_Homestay_Glamping,DV_Ve_May_Bay,DV_Ve_Khu_Vui_Choi","HD_Tam_Bien,HD_Tham_Quan_Di_Tich,HD_The_Thao_Nuoc,HD_Nghi_Duong_Chua_Lanh"
KH0299,Nu,26-35,Cong_Tac,6,58.4,6,Thu,Phu_Quoc,Website_OTA,3.0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,"DV_Khach_San_Resort,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Ve_Khu_Vui_Choi","HD_Tam_Bien,HD_Chup_Anh_Check_In,HD_Nghi_Duong_Chua_Lanh"
KH0300,Nam,55+,Cong_Tac,2,2.0,2,Xuan,Hoi_An,Truc_Tiep,2.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"DV_Homestay_Glamping,DV_Thue_Xe_Dien",HD_The_Thao_Nuoc
KH0301,Nu,36-45,Ban_Be,6,89.4,7,Xuan,Phu_Quoc,App_Di_Dong,3.5,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,"DV_Khach_San_Resort,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Ve_Khu_Vui_Choi","HD_Tam_Bien,HD_Tham_Quan_Di_Tich,HD_Am_Thuc,HD_The_Thao_Nuoc"
KH0302,Nam,46-55,Kham_Pha,3,46.7,6,Dong,Sapa,Truc_Tiep,3.5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,"DV_Khach_San_Resort,DV_Tour_Trong_Ngay","HD_Leo_Nui_Trekking,HD_The_Thao_Nuoc"
KH0303,Nam,46-55,Ban_Be,5,46.8,5,Ha,HCMC,Website_OTA,4.0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"DV_Khach_San_Resort,DV_Thue_Xe_Dien",HD_Tham_Quan_Di_Tich
KH0304,Nam,46-55,Gia_Dinh,6,57.9,4,Thu,Sapa,Website_OTA,4.5,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,"DV_Khach_San_Resort,DV_Tour_Trong_Ngay,DV_Thue_Xe_Dien","HD_Tam_Bien,HD_Leo_Nui_Trekking,HD_Tham_Quan_Di_Tich"
KH0305,Nu,46-55,Tuan_Trang_Mat,6,35.8,4,Xuan,Nha_Trang,Website_OTA,4.5,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,"DV_Khach_San_Resort,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Thue_Xe_Oto,DV_Thue_Xe_Dien","HD_Tam_Bien,HD_Am_Thuc,HD_The_Thao_Nuoc"
KH0306,Nu,36-45,Cong_Tac,6,9.6,2,Dong,Hue,Truc_Tiep,4.5,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,"DV_Homestay_Glamping,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Thue_Xe_Dien","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
KH0307,Nam,36-45,Kham_Pha,2,27.2,8,Dong,HCMC,Super_App_Vi_Dien_Tu,4.5,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,"DV_Khach_San_Resort,DV_Ve_May_Bay,DV_Dua_Don_San_Bay",HD_Tham_Quan_Di_Tich
KH0308,Nu,36-45,Kham_Pha,6,37.6,4,Thu,Nha_Trang,App_Di_Dong,2.5,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,"DV_Khach_San_Resort,DV_Ve_May_Bay,DV_Tour_Trong_Ngay","HD_Tam_Bien,HD_Mua_Sam,HD_The_Thao_Nuoc"
KH0309,Nam,36-45,Kham_Pha,1,4.1,3,Thu,Da_Lat,App_Di_Dong,3.0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,"DV_Homestay_Glamping,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Thue_Xe_Dien",HD_Nghi_Duong_Chua_Lanh
KH0310,Nam,26-35,Tuan_Trang_Mat,4,21.7,8,Xuan,Sapa,App_Di_Dong,4.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,DV_Homestay_Glamping,"HD_Leo_Nui_Trekking,HD_Chup_Anh_Check_In"
KH0311,Nu,26-35,Gia_Dinh,3,73.2,8,Dong,Mui_Ne,App_Di_Dong,4.5,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,"DV_Khach_San_Resort,DV_Ve_Khu_Vui_Choi,DV_Thue_Xe_Dien","HD_Tam_Bien,HD_Tham_Quan_Di_Tich,HD_Chup_Anh_Check_In,HD_The_Thao_Nuoc,HD_Nghi_Duong_Chua_Lanh"
KH0312,Nu,46-55,Tuan_Trang_Mat,4,85.0,7,Xuan,Mui_Ne,Website_OTA,4.5,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"DV_Khach_San_Resort,DV_Thue_Xe_Oto",HD_Tam_Bien
KH0313,Nu,18-25,Gia_Dinh,2,29.2,8,Ha,Mui_Ne,App_Di_Dong,3.5,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,"DV_Khach_San_Resort,DV_Ve_Khu_Vui_Choi,DV_Tour_Trong_Ngay","HD_Tam_Bien,HD_Leo_Nui_Trekking,HD_Chup_Anh_Check_In,HD_Nghi_Duong_Chua_Lanh"
KH0314,Nu,26-35,Kham_Pha,6,13.5,3,Thu,Sapa,Website_OTA,3.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,DV_Homestay_Glamping,HD_Chup_Anh_Check_In
KH0315,Nam,55+,Tuan_Trang_Mat,3,7.5,3,Dong,Da_Lat,App_Di_Dong,3.5,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,"DV_Khach_San_Resort,DV_Dua_Don_San_Bay,DV_Thue_Xe_Oto","HD_Leo_Nui_Trekking,HD_The_Thao_Nuoc"
KH0316,Nu,36-45,Cong_Tac,3,15.0,5,Dong,Sapa,App_Di_Dong,2.5,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,DV_Khach_San_Resort,"HD_Leo_Nui_Trekking,HD_Am_Thuc,HD_Nghi_Duong_Chua_Lanh"
KH0317,Nam,46-55,Gia_Dinh,6,14.2,3,Ha,HCMC,Truc_Tiep,4.5,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,"DV_Khach_San_Resort,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Thue_Xe_Dien","HD_Mua_Sam,HD_Am_Thuc,HD_The_Thao_Nuoc"
KH0318,Nu,46-55,Kham_Pha,6,105.6,6,Xuan,Da_Nang,Truc_Tiep,5.0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,"DV_Khach_San_Resort,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Ve_Khu_Vui_Choi","HD_Tam_Bien,HD_The_Thao_Nuoc,HD_Nghi_Duong_Chua_Lanh"
KH0319,Nam,26-35,Di_Mot_Minh,2,25.6,6,Dong,Mui_Ne,Super_App_Vi_Dien_Tu,3.5,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,"DV_Khach_San_Resort,DV_Tour_Trong_Ngay","HD_Am_Thuc,HD_Chup_Anh_Check_In,HD_Nghi_Duong_Chua_Lanh"
KH0320,Nu,18-25,Gia_Dinh,4,20.8,5,Thu,Hue,Website_OTA,3.0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,"DV_Homestay_Glamping,DV_Dua_Don_San_Bay,DV_Thue_Xe_Dien","HD_Tam_Bien,HD_Leo_Nui_Trekking,HD_Chup_Anh_Check_In"
KH0321,Nu,18-25,Tuan_Trang_Mat,5,45.5,7,Xuan,Da_Nang,Super_App_Vi_Dien_Tu,3.5,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,"DV_Homestay_Glamping,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Ve_Khu_Vui_Choi,DV_Tour_Trong_Ngay","HD_Tam_Bien,HD_Leo_Nui_Trekking"
KH0322,Nu,36-45,Gia_Dinh,4,15.4,3,Xuan,Mui_Ne,Super_App_Vi_Dien_Tu,3.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,DV_Homestay_Glamping,HD_Tam_Bien
KH0323,Nam,55+,Gia_Dinh,6,38.0,5,Thu,Da_Lat,Website_OTA,3.0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,"DV_Khach_San_Resort,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Ve_Khu_Vui_Choi,DV_Thue_Xe_Dien","HD_Leo_Nui_Trekking,HD_Am_Thuc"
KH0324,Nu,26-35,Ban_Be,5,56.8,4,Thu,Da_Lat,App_Di_Dong,4.5,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,"DV_Khach_San_Resort,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Thue_Xe_Dien","HD_Leo_Nui_Trekking,HD_The_Thao_Nuoc"
KH0325,Nam,26-35,Cong_Tac,6,36.6,5,Xuan,Phu_Quoc,App_Di_Dong,4.5,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,"DV_Homestay_Glamping,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Ve_Khu_Vui_Choi,DV_Thue_Xe_Dien","HD_Tam_Bien,HD_Chup_Anh_Check_In,HD_The_Thao_Nuoc"
KH0326,Nam,18-25,Kham_Pha,6,52.9,5,Dong,Da_Nang,Super_App_Vi_Dien_Tu,4.0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,"DV_Khach_San_Resort,DV_Ve_May_Bay,DV_Dua_Don_San_Bay","HD_Tam_Bien,HD_Leo_Nui_Trekking,HD_Chup_Anh_Check_In,HD_Nghi_Duong_Chua_Lanh"
KH0327,Nam,36-45,Kham_Pha,6,18.6,2,Dong,Nha_Trang,Super_App_Vi_Dien_Tu,3.0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,"DV_Khach_San_Resort,DV_Homestay_Glamping,DV_Ve_May_Bay,DV_Ve_Khu_Vui_Choi,DV_Tour_Trong_Ngay",HD_Chup_Anh_Check_In
KH0328,Nu,26-35,Cong_Tac,1,8.4,4,Thu,Ha_Long,Super_App_Vi_Dien_Tu,2.5,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,"DV_Homestay_Glamping,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Ve_Khu_Vui_Choi","HD_Tam_Bien,HD_Mua_Sam,HD_Chup_Anh_Check_In,HD_The_Thao_Nuoc"
KH0329,Nu,18-25,Di_Mot_Minh,5,15.9,2,Thu,Sapa,Website_OTA,3.5,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,"DV_Khach_San_Resort,DV_Tour_Trong_Ngay,DV_Thue_Xe_Dien","HD_Tam_Bien,HD_Leo_Nui_Trekking,HD_Mua_Sam,HD_Chup_Anh_Check_In"
KH0330,Nam,46-55,Gia_Dinh,4,11.9,2,Dong,Hoi_An,Truc_Tiep,4.5,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,"DV_Khach_San_Resort,DV_Thue_Xe_Oto,DV_Thue_Xe_Dien",HD_Am_Thuc
KH0331,Nu,18-25,Tuan_Trang_Mat,4,9.2,2,Thu,Ha_Noi,Super_App_Vi_Dien_Tu,3.5,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,"DV_Khach_San_Resort,DV_Ve_May_Bay,DV_Dua_Don_San_Bay","HD_Tham_Quan_Di_Tich,HD_Chup_Anh_Check_In"
KH0332,Nam,36-45,Ban_Be,3,31.3,4,Ha,Nha_Trang,App_Di_Dong,3.5,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,"DV_Khach_San_Resort,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Ve_Khu_Vui_Choi,DV_Tour_Trong_Ngay,DV_Thue_Xe_Dien",HD_The_Thao_Nuoc
KH0333,Nam,26-35,Di_Mot_Minh,6,33.3,5,Dong,Hoi_An,Website_OTA,3.5,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,DV_Homestay_Glamping,"HD_Tam_Bien,HD_Tham_Quan_Di_Tich"
KH0334,Nam,26-35,Gia_Dinh,6,116.9,7,Thu,Ha_Noi,App_Di_Dong,4.0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,"DV_Khach_San_Resort,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Ve_Khu_Vui_Choi","HD_Tham_Quan_Di_Tich,HD_Am_Thuc,HD_Chup_Anh_Check_In"
KH0335,Nam,55+,Gia_Dinh,5,65.4,3,Xuan,Nha_Trang,Super_App_Vi_Dien_Tu,3.5,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,"DV_Khach_San_Resort,DV_Ve_Khu_Vui_Choi,DV_Tour_Trong_Ngay","HD_Tam_Bien,HD_Tham_Quan_Di_Tich,HD_Am_Thuc,HD_The_Thao_Nuoc"
KH0336,Nam,55+,Di_Mot_Minh,6,130.9,8,Ha,Mui_Ne,Truc_Tiep,4.0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,"DV_Khach_San_Resort,DV_Tour_Trong_Ngay","HD_Tam_Bien,HD_Am_Thuc,HD_The_Thao_Nuoc"
KH0337,Nu,46-55,Ban_Be,2,5.9,3,Dong,Sapa,Website_OTA,3.0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,"DV_Khach_San_Resort,DV_Thue_Xe_Dien","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
KH0338,Nam,18-25,Kham_Pha,6,72.1,8,Dong,Da_Nang,Super_App_Vi_Dien_Tu,2.5,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,"DV_Khach_San_Resort,DV_Thue_Xe_Oto","HD_Tam_Bien,HD_Nghi_Duong_Chua_Lanh"
KH0339,Nu,55+,Di_Mot_Minh,1,6.8,8,Xuan,Ha_Noi,App_Di_Dong,4.5,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,"DV_Khach_San_Resort,DV_Ve_May_Bay,DV_Dua_Don_San_Bay",HD_The_Thao_Nuoc
KH0340,Nam,46-55,Ban_Be,6,52.8,8,Ha,Da_Lat,Truc_Tiep,4.5,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,"DV_Khach_San_Resort,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Trong_Ngay","HD_Leo_Nui_Trekking,HD_Tham_Quan_Di_Tich,HD_Nghi_Duong_Chua_Lanh"
KH0341,Nam,26-35,Kham_Pha,1,9.8,8,Ha,Phu_Quoc,Truc_Tiep,3.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,"DV_Homestay_Glamping,DV_Ve_Khu_Vui_Choi","HD_Tam_Bien,HD_Chup_Anh_Check_In,HD_The_Thao_Nuoc"
KH0342,Nam,18-25,Tuan_Trang_Mat,4,127.2,8,Xuan,Ha_Long,Website_OTA,3.5,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,"DV_Khach_San_Resort,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Trong_Ngay,DV_Thue_Xe_Dien","HD_Chup_Anh_Check_In,HD_The_Thao_Nuoc,HD_Nghi_Duong_Chua_Lanh"
KH0343,Nu,26-35,Di_Mot_Minh,1,20.4,5,Thu,Sapa,Super_App_Vi_Dien_Tu,3.5,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,"DV_Khach_San_Resort,DV_Homestay_Glamping,DV_Thue_Xe_Dien","HD_Leo_Nui_Trekking,HD_Chup_Anh_Check_In,HD_Nghi_Duong_Chua_Lanh"
KH0344,Nam,46-55,Gia_Dinh,6,58.7,7,Ha,Da_Nang,Truc_Tiep,4.0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,"DV_Homestay_Glamping,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Ve_Khu_Vui_Choi,DV_Tour_Trong_Ngay","HD_Am_Thuc,HD_The_Thao_Nuoc"
KH0345,Nam,55+,Cong_Tac,3,8.3,3,Dong,Hoi_An,Super_App_Vi_Dien_Tu,3.5,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,"DV_Homestay_Glamping,DV_Thue_Xe_Dien","HD_Tham_Quan_Di_Tich,HD_Chup_Anh_Check_In"
KH0346,Nam,55+,Kham_Pha,1,6.2,6,Xuan,Ha_Noi,Website_OTA,4.5,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,"DV_Homestay_Glamping,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Thue_Xe_Oto",HD_The_Thao_Nuoc
KH0347,Nu,26-35,Di_Mot_Minh,4,41.5,8,Xuan,Ha_Noi,App_Di_Dong,3.5,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"DV_Khach_San_Resort,DV_Thue_Xe_Dien",HD_Tham_Quan_Di_Tich
KH0348,Nu,36-45,Tuan_Trang_Mat,2,13.7,4,Xuan,Phu_Quoc,Website_OTA,3.5,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,"DV_Khach_San_Resort,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Ve_Khu_Vui_Choi,DV_Tour_Trong_Ngay","HD_Tam_Bien,HD_The_Thao_Nuoc"
KH0349,Nam,36-45,Gia_Dinh,4,15.9,3,Ha,Sapa,Truc_Tiep,3.0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,"DV_Homestay_Glamping,DV_Tour_Trong_Ngay,DV_Thue_Xe_Dien",HD_Leo_Nui_Trekking
KH0350,Nam,26-35,Di_Mot_Minh,6,54.4,3,Ha,Ha_Noi,Website_OTA,4.5,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,"DV_Khach_San_Resort,DV_Ve_May_Bay,DV_Dua_Don_San_Bay","HD_Am_Thuc,HD_Chup_Anh_Check_In,HD_Nghi_Duong_Chua_Lanh"
KH0351,Nam,55+,Ban_Be,4,42.6,7,Ha,Ha_Noi,Super_App_Vi_Dien_Tu,4.5,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,"DV_Khach_San_Resort,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Trong_Ngay","HD_Tam_Bien,HD_Tham_Quan_Di_Tich"
KH0352,Nam,36-45,Gia_Dinh,1,4.9,5,Dong,Da_Lat,Super_App_Vi_Dien_Tu,2.5,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,"DV_Homestay_Glamping,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Trong_Ngay","HD_Leo_Nui_Trekking,HD_Tham_Quan_Di_Tich,HD_Chup_Anh_Check_In,HD_The_Thao_Nuoc"
KH0353,Nu,18-25,Tuan_Trang_Mat,2,34.9,7,Dong,Ha_Long,Truc_Tiep,4.0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,"DV_Khach_San_Resort,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Ve_Khu_Vui_Choi,DV_Tour_Trong_Ngay","HD_Leo_Nui_Trekking,HD_Chup_Anh_Check_In"
KH0354,Nu,46-55,Gia_Dinh,6,54.1,6,Xuan,HCMC,App_Di_Dong,4.5,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,"DV_Khach_San_Resort,DV_Ve_May_Bay,DV_Thue_Xe_Oto,DV_Thue_Xe_Dien",HD_Nghi_Duong_Chua_Lanh
KH0355,Nu,18-25,Ban_Be,1,7.2,5,Xuan,Da_Lat,App_Di_Dong,3.5,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,DV_Khach_San_Resort,"HD_Tam_Bien,HD_Am_Thuc"
KH0356,Nam,18-25,Ban_Be,2,13.8,3,Thu,Hoi_An,Website_OTA,4.5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,DV_Khach_San_Resort,"HD_Tham_Quan_Di_Tich,HD_Chup_Anh_Check_In,HD_Nghi_Duong_Chua_Lanh"
KH0357,Nu,18-25,Ban_Be,4,57.0,5,Thu,Da_Lat,Truc_Tiep,5.0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,"DV_Khach_San_Resort,DV_Ve_May_Bay,DV_Dua_Don_San_Bay","HD_Leo_Nui_Trekking,HD_Am_Thuc,HD_Chup_Anh_Check_In"
KH0358,Nu,46-55,Gia_Dinh,1,2.7,3,Xuan,Sapa,Super_App_Vi_Dien_Tu,3.5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"DV_Homestay_Glamping,DV_Tour_Trong_Ngay",HD_Leo_Nui_Trekking
KH0359,Nam,26-35,Kham_Pha,2,14.2,4,Dong,Hoi_An,Website_OTA,3.5,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,DV_Khach_San_Resort,"HD_Tam_Bien,HD_Leo_Nui_Trekking,HD_Tham_Quan_Di_Tich,HD_Nghi_Duong_Chua_Lanh"
KH0360,Nu,36-45,Kham_Pha,5,35.4,5,Dong,Mui_Ne,Truc_Tiep,3.5,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,DV_Homestay_Glamping,"HD_Leo_Nui_Trekking,HD_Mua_Sam"
KH0361,Nu,46-55,Kham_Pha,4,22.8,5,Dong,Da_Lat,Super_App_Vi_Dien_Tu,3.0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,"DV_Khach_San_Resort,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Trong_Ngay,DV_Thue_Xe_Oto,DV_Thue_Xe_Dien","HD_Tam_Bien,HD_Leo_Nui_Trekking,HD_Nghi_Duong_Chua_Lanh"
KH0362,Nam,46-55,Gia_Dinh,6,38.9,3,Dong,Da_Lat,Truc_Tiep,5.0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,"DV_Khach_San_Resort,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Thue_Xe_Dien","HD_Tham_Quan_Di_Tich,HD_Mua_Sam,HD_Chup_Anh_Check_In"
KH0363,Nam,36-45,Cong_Tac,3,12.6,6,Dong,Da_Lat,Super_App_Vi_Dien_Tu,3.5,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,"DV_Homestay_Glamping,DV_Tour_Trong_Ngay","HD_Leo_Nui_Trekking,HD_Am_Thuc,HD_Chup_Anh_Check_In"
KH0364,Nu,18-25,Ban_Be,6,58.7,6,Thu,Hue,App_Di_Dong,3.5,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,"DV_Khach_San_Resort,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Thue_Xe_Oto",HD_Nghi_Duong_Chua_Lanh
KH0365,Nu,36-45,Ban_Be,4,79.5,4,Xuan,Phu_Quoc,App_Di_Dong,3.5,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,"DV_Khach_San_Resort,DV_Homestay_Glamping,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Ve_Khu_Vui_Choi,DV_Tour_Trong_Ngay",HD_Tam_Bien
KH0366,Nam,18-25,Tuan_Trang_Mat,1,7.4,3,Xuan,Da_Nang,Truc_Tiep,3.5,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,"DV_Khach_San_Resort,DV_Tour_Trong_Ngay","HD_Mua_Sam,HD_Am_Thuc,HD_Chup_Anh_Check_In,HD_The_Thao_Nuoc,HD_Nghi_Duong_Chua_Lanh"
KH0367,Nam,46-55,Tuan_Trang_Mat,6,56.3,5,Ha,Da_Nang,Super_App_Vi_Dien_Tu,4.0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,"DV_Khach_San_Resort,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Ve_Khu_Vui_Choi,DV_Tour_Trong_Ngay,DV_Thue_Xe_Oto",HD_The_Thao_Nuoc
KH0368,Nam,18-25,Ban_Be,3,14.1,7,Xuan,Hoi_An,Super_App_Vi_Dien_Tu,3.5,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"DV_Homestay_Glamping,DV_Thue_Xe_Dien",HD_Tham_Quan_Di_Tich
KH0369,Nu,36-45,Ban_Be,4,30.5,8,Dong,HCMC,Super_App_Vi_Dien_Tu,4.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DV_Khach_San_Resort,HD_Leo_Nui_Trekking
KH0370,Nu,46-55,Ban_Be,2,10.2,5,Xuan,Da_Lat,App_Di_Dong,3.5,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,"DV_Homestay_Glamping,DV_Dua_Don_San_Bay,DV_Tour_Trong_Ngay","HD_Tam_Bien,HD_Leo_Nui_Trekking,HD_Nghi_Duong_Chua_Lanh"
KH0371,Nam,36-45,Kham_Pha,4,27.3,8,Thu,Da_Lat,App_Di_Dong,4.5,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,"DV_Homestay_Glamping,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Trong_Ngay",HD_Leo_Nui_Trekking
