id,ngan_sach_trieu,so_ngay,so_nguoi,muc_dich,nhom_tuoi,gioi_tinh,mua,dia_diem,kenh_dat,danh_gia,khach_quay_lai,tu_den,hang_hang_khong,loai_khach_san,ho_boi,DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi,DV_Thue_Xe_Tu_Lai,HD_Tam_Bien,HD_Leo_Nui_Trekking,HD_Tham_Quan_Di_Tich,HD_Am_Thuc,HD_Check_In,HD_Nghi_Duong_Chua_Lanh,services_list,activities_list
644,7.6,2,4,Kham_Pha,18_24,Nam,Mua_Xuan,Ha_Noi,Website,5,1,Hai_Phong,Vietravel_Airlines,Hotel_4_Star,1,1,0,0,1,0,0,0,1,0,0,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi",HD_Tham_Quan_Di_Tich
645,8.1,3,2,Cong_Tac,25_34,Nu,Mua_Ha,Sapa,Zalo_OA,3,1,HCMC,Bamboo_Airways,Homestay,0,1,1,0,0,0,0,1,0,0,1,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay","HD_Leo_Nui_Trekking,HD_Check_In"
646,24.8,6,2,Trang_Mat,45_54,Nu,Mua_Dong,Sapa,Truc_Tiep,5,1,Hai_Phong,Vietravel_Airlines,Resort_5_Star,1,1,0,0,0,0,0,1,0,1,1,1,DV_Khach_San_Homestay,"HD_Leo_Nui_Trekking,HD_Am_Thuc,HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
647,9.5,4,2,Cong_Tac,35_44,Nam,Mua_Dong,Hue,Truc_Tiep,5,1,HCMC,Vietravel_Airlines,Homestay,0,0,1,0,0,0,0,0,1,1,0,0,DV_Ve_May_Bay,"HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
648,39.0,4,2,Nghi_Duong,25_34,Nu,Mua_Dong,Hoi_An,Mobile_App,4,0,Da_Nang,VietJet_Air,Resort_5_Star,1,0,0,0,0,0,0,0,0,1,0,0,,HD_Am_Thuc
649,24.4,5,2,Nghi_Duong,18_24,Nam,Mua_Xuan,Mui_Ne,Website,4,1,Ha_Noi,Bamboo_Airways,Homestay,0,1,0,0,0,0,1,0,0,0,1,1,DV_Khach_San_Homestay,"HD_Tam_Bien,HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
650,4.9,1,3,Kham_Pha,35_44,Nu,Mua_Thu,Hue,Website,5,0,Can_Tho,VietJet_Air,Hotel_3_Star,0,0,0,0,0,0,0,0,1,1,0,0,,"HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
651,38.0,7,4,Trang_Mat,18_24,Nam,Mua_Ha,Da_Nang,Mobile_App,4,1,Hai_Phong,Vietravel_Airlines,Resort_5_Star,1,1,0,0,0,0,1,0,0,0,1,0,DV_Khach_San_Homestay,"HD_Tam_Bien,HD_Check_In"
652,18.3,4,4,Cong_Tac,18_24,Nam,Mua_Xuan,Phu_Quoc,Mobile_App,4,1,Can_Tho,Bamboo_Airways,Resort_5_Star,0,1,0,0,1,0,1,0,0,1,0,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Am_Thuc"
653,3.6,2,4,Cong_Tac,25_34,Nu,Mua_Thu,Hoi_An,Website,4,1,Hai_Phong,Bamboo_Airways,Hotel_3_Star,0,1,0,0,0,0,0,0,0,1,0,0,DV_Khach_San_Homestay,HD_Am_Thuc
654,6.6,2,2,Cong_Tac,Tren_55,Nam,Mua_Xuan,Mui_Ne,Mobile_App,5,1,Can_Tho,Vietnam_Airlines,Homestay,0,1,0,0,0,0,1,0,0,1,1,0,DV_Khach_San_Homestay,"HD_Tam_Bien,HD_Am_Thuc,HD_Check_In"
655,8.4,1,5,Kham_Pha,35_44,Nu,Mua_Thu,Da_Lat,Mobile_App,4,0,Hai_Phong,Bamboo_Airways,Hotel_4_Star,1,1,0,0,1,0,0,0,0,0,1,1,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi","HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
656,32.5,6,4,Nghi_Duong,18_24,Nam,Mua_Ha,Hoi_An,Website,4,0,Da_Nang,Vietnam_Airlines,Hotel_3_Star,0,1,1,1,0,0,0,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
657,26.6,7,2,Nghi_Duong,18_24,Nu,Mua_Xuan,Hoi_An,Mobile_App,5,0,HCMC,Vietnam_Airlines,Homestay,0,1,0,0,0,0,0,0,1,1,0,0,DV_Khach_San_Homestay,"HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
658,36.0,3,2,Nghi_Duong,18_24,Nam,Mua_Ha,Hue,Mobile_App,4,1,Da_Nang,VietJet_Air,Hotel_3_Star,0,1,0,0,0,0,0,0,1,1,0,0,DV_Khach_San_Homestay,"HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
659,10.8,3,2,Cong_Tac,25_34,Nu,Mua_Dong,Ha_Noi,Zalo_OA,4,0,Da_Nang,VietJet_Air,Homestay,0,0,0,0,0,0,0,0,1,1,0,0,,"HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
660,24.6,5,4,Nghi_Duong,18_24,Nu,Mua_Dong,Mui_Ne,Zalo_OA,5,0,Can_Tho,Vietnam_Airlines,Hotel_4_Star,1,1,0,0,0,0,1,0,0,1,1,1,DV_Khach_San_Homestay,"HD_Tam_Bien,HD_Am_Thuc,HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
661,19.3,6,2,Trang_Mat,45_54,Nu,Mua_Thu,Ha_Long,Zalo_OA,3,0,Hai_Phong,Vietravel_Airlines,Resort_5_Star,1,1,1,1,1,0,0,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
662,3.3,4,2,Kham_Pha,18_24,Nam,Mua_Ha,Hoi_An,Truc_Tiep,4,1,Hai_Phong,VietJet_Air,Hotel_4_Star,1,1,0,0,1,0,0,0,0,1,0,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi",HD_Am_Thuc
663,30.6,6,5,Nghi_Duong,35_44,Nam,Mua_Dong,Hoi_An,Website,4,1,Da_Nang,Vietravel_Airlines,Hotel_4_Star,1,1,0,0,0,0,0,0,1,1,0,0,DV_Khach_San_Homestay,"HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
664,8.6,1,2,Kham_Pha,Tren_55,Nu,Mua_Xuan,Ha_Noi,Zalo_OA,4,1,Da_Nang,VietJet_Air,Hotel_4_Star,1,1,0,0,1,0,0,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
665,12.7,2,2,Cong_Tac,25_34,Nam,Mua_Thu,Nha_Trang,Zalo_OA,5,1,Can_Tho,VietJet_Air,Hotel_3_Star,0,1,0,0,1,0,1,0,0,0,1,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Check_In"
666,16.8,4,2,Nghi_Duong,45_54,Nu,Mua_Thu,Hue,Mobile_App,3,1,Da_Nang,VietJet_Air,Hotel_4_Star,1,1,0,0,0,0,0,0,1,1,0,0,DV_Khach_San_Homestay,"HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
667,7.5,1,2,Kham_Pha,25_34,Nam,Mua_Thu,Hue,Zalo_OA,4,0,Ha_Noi,VietJet_Air,Hotel_4_Star,1,1,0,0,1,0,0,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
668,36.2,6,2,Kham_Pha,Tren_55,Nu,Mua_Dong,Hue,Zalo_OA,4,0,Ha_Noi,Bamboo_Airways,Resort_5_Star,1,1,0,0,1,0,0,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
669,34.3,5,3,Nghi_Duong,45_54,Nu,Mua_Dong,Phu_Quoc,Truc_Tiep,5,0,HCMC,Bamboo_Airways,Homestay,0,1,0,0,1,0,1,0,0,1,0,1,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Am_Thuc,HD_Nghi_Duong_Chua_Lanh"
670,17.1,6,3,Kham_Pha,18_24,Nu,Mua_Ha,HCMC,Zalo_OA,3,1,Da_Nang,Vietnam_Airlines,Resort_5_Star,1,1,0,0,0,0,0,0,1,1,0,0,DV_Khach_San_Homestay,"HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
671,10.7,2,2,Cong_Tac,25_34,Nam,Mua_Xuan,Hoi_An,Website,3,1,Can_Tho,Vietnam_Airlines,Homestay,0,0,1,1,0,1,0,0,1,0,0,0,"DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Thue_Xe_Tu_Lai",HD_Tham_Quan_Di_Tich
672,5.5,4,1,Trang_Mat,18_24,Nu,Mua_Thu,Ha_Long,Website,4,1,Ha_Noi,VietJet_Air,Homestay,0,0,1,1,1,0,0,0,1,1,0,0,"DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
673,7.7,3,2,Trang_Mat,25_34,Nam,Mua_Thu,Nha_Trang,Zalo_OA,3,1,Da_Nang,VietJet_Air,Hotel_4_Star,0,1,0,0,1,0,0,0,0,0,0,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi",
674,10.7,2,3,Kham_Pha,Tren_55,Nu,Mua_Ha,Da_Nang,Mobile_App,4,1,Can_Tho,Bamboo_Airways,Hotel_4_Star,1,1,0,0,1,0,1,0,0,1,1,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Am_Thuc,HD_Check_In"
675,3.9,1,1,Trang_Mat,Tren_55,Nam,Mua_Dong,Phu_Quoc,Truc_Tiep,3,0,Hai_Phong,Bamboo_Airways,Hotel_3_Star,0,0,0,0,1,0,0,0,0,0,0,0,DV_Tour_Va_Khu_Vui_Choi,
676,6.3,1,2,Cong_Tac,25_34,Nam,Mua_Xuan,Da_Nang,Truc_Tiep,3,0,Da_Nang,None,Homestay,0,0,0,0,0,0,1,0,0,0,1,0,,"HD_Tam_Bien,HD_Check_In"
677,32.4,7,2,Trang_Mat,25_34,Nam,Mua_Xuan,Da_Nang,Website,4,0,Ha_Noi,VietJet_Air,Resort_5_Star,0,1,1,1,0,1,1,0,0,1,1,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Thue_Xe_Tu_Lai","HD_Tam_Bien,HD_Am_Thuc,HD_Check_In"
678,14.4,3,4,Trang_Mat,45_54,Nam,Mua_Dong,Hue,Website,4,0,Can_Tho,Vietnam_Airlines,Homestay,0,0,0,0,0,0,0,0,1,1,0,0,,"HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
679,32.9,6,5,Nghi_Duong,18_24,Nu,Mua_Dong,Sapa,Truc_Tiep,5,1,HCMC,Vietnam_Airlines,Hotel_4_Star,1,1,1,1,0,0,0,1,0,0,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay",HD_Leo_Nui_Trekking
680,28.0,7,2,Cong_Tac,45_54,Nu,Mua_Dong,Hoi_An,Zalo_OA,4,0,HCMC,Vietravel_Airlines,Resort_5_Star,1,1,0,0,0,0,0,0,1,1,0,0,DV_Khach_San_Homestay,"HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
681,12.8,4,1,Kham_Pha,Tren_55,Nu,Mua_Thu,Ha_Long,Mobile_App,5,0,Can_Tho,VietJet_Air,Hotel_3_Star,0,0,0,0,1,0,0,0,0,1,0,0,DV_Tour_Va_Khu_Vui_Choi,HD_Am_Thuc
682,25.5,6,4,Trang_Mat,18_24,Nu,Mua_Thu,Sapa,Zalo_OA,3,0,Can_Tho,Vietravel_Airlines,Resort_5_Star,1,1,0,0,0,0,0,1,0,1,1,0,DV_Khach_San_Homestay,"HD_Leo_Nui_Trekking,HD_Am_Thuc,HD_Check_In"
683,43.5,4,1,Nghi_Duong,35_44,Nam,Mua_Ha,Hue,Truc_Tiep,3,1,Da_Nang,VietJet_Air,Homestay,0,1,1,1,0,0,0,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
684,24.1,7,3,Nghi_Duong,Tren_55,Nu,Mua_Dong,Phu_Quoc,Zalo_OA,5,1,Hai_Phong,Bamboo_Airways,Hotel_3_Star,0,1,0,0,1,0,1,0,0,0,0,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi",HD_Tam_Bien
685,14.5,1,2,Trang_Mat,Tren_55,Nu,Mua_Xuan,Da_Lat,Truc_Tiep,4,1,Ha_Noi,Vietravel_Airlines,Homestay,0,0,0,0,0,0,0,1,0,0,1,0,,"HD_Leo_Nui_Trekking,HD_Check_In"
686,27.3,3,4,Kham_Pha,Tren_55,Nu,Mua_Thu,Da_Lat,Website,4,0,Da_Nang,Bamboo_Airways,Resort_5_Star,1,1,1,1,1,0,0,1,0,0,1,1,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Leo_Nui_Trekking,HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
687,8.1,2,5,Trang_Mat,25_34,Nu,Mua_Xuan,Nha_Trang,Zalo_OA,3,1,HCMC,Vietnam_Airlines,Hotel_4_Star,1,1,0,0,0,0,1,0,0,1,1,0,DV_Khach_San_Homestay,"HD_Tam_Bien,HD_Am_Thuc,HD_Check_In"
688,4.2,2,2,Kham_Pha,25_34,Nu,Mua_Thu,Ha_Long,Truc_Tiep,5,0,HCMC,Vietravel_Airlines,Homestay,0,0,1,1,1,0,0,0,1,1,0,0,"DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
689,22.9,5,2,Nghi_Duong,35_44,Nu,Mua_Dong,Da_Lat,Truc_Tiep,5,1,Ha_Noi,Vietnam_Airlines,Homestay,0,1,1,1,0,1,0,1,0,0,0,1,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Thue_Xe_Tu_Lai","HD_Leo_Nui_Trekking,HD_Nghi_Duong_Chua_Lanh"
690,5.4,3,2,Trang_Mat,18_24,Nam,Mua_Thu,HCMC,Truc_Tiep,5,0,Ha_Noi,Vietnam_Airlines,Hotel_3_Star,0,1,1,1,0,0,0,0,1,0,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay",HD_Tham_Quan_Di_Tich
691,18.0,6,3,Cong_Tac,25_34,Nu,Mua_Ha,Nha_Trang,Mobile_App,5,0,HCMC,Vietravel_Airlines,Resort_5_Star,1,1,1,0,0,1,1,0,0,0,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Thue_Xe_Tu_Lai",HD_Tam_Bien
692,12.0,1,5,Kham_Pha,45_54,Nu,Mua_Ha,Ha_Noi,Mobile_App,4,0,Da_Nang,Vietravel_Airlines,Homestay,0,0,0,0,1,0,0,0,1,0,0,0,DV_Tour_Va_Khu_Vui_Choi,HD_Tham_Quan_Di_Tich
693,27.5,7,1,Trang_Mat,25_34,Nam,Mua_Dong,Hoi_An,Zalo_OA,4,1,Hai_Phong,Vietnam_Airlines,Resort_5_Star,1,1,0,0,0,0,0,0,1,1,0,0,DV_Khach_San_Homestay,"HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
694,35.7,5,3,Cong_Tac,45_54,Nu,Mua_Thu,Nha_Trang,Truc_Tiep,5,0,Can_Tho,VietJet_Air,Resort_5_Star,1,0,0,0,1,0,1,0,0,0,0,0,DV_Tour_Va_Khu_Vui_Choi,HD_Tam_Bien
695,7.9,3,3,Kham_Pha,Tren_55,Nam,Mua_Thu,Phu_Quoc,Zalo_OA,5,0,Da_Nang,VietJet_Air,Hotel_4_Star,1,1,0,0,1,0,1,0,0,0,0,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi",HD_Tam_Bien
696,5.4,3,2,Cong_Tac,25_34,Nu,Mua_Thu,Mui_Ne,Mobile_App,5,1,Ha_Noi,Bamboo_Airways,Hotel_3_Star,0,0,1,1,0,0,1,0,0,1,0,0,"DV_Ve_May_Bay,DV_Dua_Don_San_Bay","HD_Tam_Bien,HD_Am_Thuc"
697,5.2,3,2,Cong_Tac,18_24,Nu,Mua_Xuan,Ha_Noi,Truc_Tiep,5,1,Ha_Noi,None,Homestay,0,0,0,0,0,0,0,0,1,0,0,0,,HD_Tham_Quan_Di_Tich
698,5.2,3,5,Trang_Mat,Tren_55,Nam,Mua_Dong,Ha_Long,Truc_Tiep,3,1,Hai_Phong,Vietravel_Airlines,Hotel_4_Star,1,1,1,1,0,0,0,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
699,21.9,7,3,Nghi_Duong,18_24,Nam,Mua_Xuan,Sapa,Zalo_OA,5,0,Can_Tho,Bamboo_Airways,Hotel_4_Star,1,1,1,1,0,0,0,0,0,0,1,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay",HD_Check_In
700,22.4,6,2,Kham_Pha,Tren_55,Nam,Mua_Dong,Hoi_An,Mobile_App,4,1,Ha_Noi,Bamboo_Airways,Resort_5_Star,1,1,1,1,1,0,0,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
701,11.8,4,5,Kham_Pha,18_24,Nam,Mua_Ha,Hue,Truc_Tiep,5,1,Hai_Phong,Vietravel_Airlines,Hotel_3_Star,0,1,0,0,1,0,0,0,1,0,0,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi",HD_Tham_Quan_Di_Tich
702,3.9,4,2,Trang_Mat,Tren_55,Nu,Mua_Xuan,Phu_Quoc,Truc_Tiep,5,1,Can_Tho,VietJet_Air,Hotel_4_Star,1,1,0,0,1,0,1,0,0,1,1,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Am_Thuc,HD_Check_In"
703,29.7,6,2,Nghi_Duong,45_54,Nam,Mua_Ha,Ha_Long,Truc_Tiep,3,0,Can_Tho,Bamboo_Airways,Hotel_4_Star,1,0,0,0,1,0,0,0,1,1,0,0,DV_Tour_Va_Khu_Vui_Choi,"HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
704,17.8,7,1,Nghi_Duong,45_54,Nu,Mua_Ha,Ha_Noi,Website,4,1,HCMC,Vietnam_Airlines,Hotel_3_Star,0,1,0,0,0,0,0,0,0,1,0,0,DV_Khach_San_Homestay,HD_Am_Thuc
705,9.8,2,2,Trang_Mat,35_44,Nam,Mua_Ha,Hoi_An,Website,5,0,HCMC,Vietnam_Airlines,Homestay,0,1,0,0,0,0,0,0,1,1,0,0,DV_Khach_San_Homestay,"HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
706,4.8,2,2,Cong_Tac,25_34,Nam,Mua_Xuan,Da_Nang,Truc_Tiep,3,0,Can_Tho,Bamboo_Airways,Hotel_3_Star,0,0,0,0,0,0,1,0,0,1,1,0,,"HD_Tam_Bien,HD_Am_Thuc,HD_Check_In"
707,6.3,2,2,Kham_Pha,18_24,Nu,Mua_Ha,Da_Lat,Mobile_App,4,1,HCMC,VietJet_Air,Hotel_4_Star,1,1,1,0,1,0,0,1,0,0,1,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Leo_Nui_Trekking,HD_Check_In"
708,30.7,6,2,Trang_Mat,Tren_55,Nu,Mua_Dong,Hue,Truc_Tiep,5,1,Can_Tho,Bamboo_Airways,Resort_5_Star,1,1,0,0,0,0,0,0,1,1,0,0,DV_Khach_San_Homestay,"HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
709,15.5,6,5,Trang_Mat,45_54,Nu,Mua_Dong,Da_Nang,Zalo_OA,4,0,Ha_Noi,Bamboo_Airways,Resort_5_Star,1,1,1,1,0,0,1,0,0,0,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay",HD_Tam_Bien
710,8.5,4,1,Trang_Mat,35_44,Nu,Mua_Ha,Ha_Long,Truc_Tiep,4,1,Hai_Phong,Vietravel_Airlines,Hotel_4_Star,0,1,1,1,1,0,0,0,0,0,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi",
711,6.7,2,1,Cong_Tac,Tren_55,Nu,Mua_Thu,Da_Nang,Website,3,1,Hai_Phong,Vietnam_Airlines,Hotel_4_Star,1,1,0,0,0,0,1,0,0,1,1,0,DV_Khach_San_Homestay,"HD_Tam_Bien,HD_Am_Thuc,HD_Check_In"
712,12.5,1,2,Trang_Mat,35_44,Nu,Mua_Dong,Ha_Long,Zalo_OA,5,0,Can_Tho,Bamboo_Airways,Hotel_4_Star,1,1,0,0,0,1,0,0,1,0,0,0,"DV_Khach_San_Homestay,DV_Thue_Xe_Tu_Lai",HD_Tham_Quan_Di_Tich
713,21.6,3,2,Trang_Mat,35_44,Nam,Mua_Thu,Da_Lat,Mobile_App,3,0,HCMC,Vietnam_Airlines,Resort_5_Star,1,1,1,1,0,1,0,1,0,0,1,1,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Thue_Xe_Tu_Lai","HD_Leo_Nui_Trekking,HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
714,20.0,6,1,Kham_Pha,18_24,Nu,Mua_Xuan,Ha_Long,Truc_Tiep,3,1,Ha_Noi,VietJet_Air,Resort_5_Star,0,1,0,0,1,0,0,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
715,12.7,4,2,Cong_Tac,Tren_55,Nam,Mua_Thu,Ha_Noi,Zalo_OA,4,1,Can_Tho,VietJet_Air,Hotel_3_Star,0,0,0,0,0,0,0,0,1,1,0,0,,"HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
716,14.0,3,2,Kham_Pha,Tren_55,Nam,Mua_Xuan,Nha_Trang,Mobile_App,5,0,HCMC,Vietravel_Airlines,Hotel_3_Star,0,1,0,0,0,0,1,0,0,0,1,0,DV_Khach_San_Homestay,"HD_Tam_Bien,HD_Check_In"
717,7.0,3,1,Trang_Mat,45_54,Nu,Mua_Xuan,Phu_Quoc,Mobile_App,4,0,Hai_Phong,Vietravel_Airlines,Homestay,0,0,0,0,1,0,0,0,0,1,1,0,DV_Tour_Va_Khu_Vui_Choi,"HD_Am_Thuc,HD_Check_In"
718,4.2,1,5,Kham_Pha,35_44,Nam,Mua_Ha,Nha_Trang,Zalo_OA,3,0,Can_Tho,Vietravel_Airlines,Homestay,0,0,0,0,1,0,1,0,0,1,0,0,DV_Tour_Va_Khu_Vui_Choi,"HD_Tam_Bien,HD_Am_Thuc"
719,4.0,2,2,Trang_Mat,25_34,Nam,Mua_Xuan,Ha_Long,Mobile_App,4,1,Da_Nang,Bamboo_Airways,Hotel_4_Star,1,1,1,0,0,0,0,0,0,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay",HD_Am_Thuc
720,3.8,3,2,Cong_Tac,Tren_55,Nu,Mua_Xuan,Hue,Website,5,0,Can_Tho,Bamboo_Airways,Hotel_3_Star,0,1,0,0,0,0,0,0,1,0,0,0,DV_Khach_San_Homestay,HD_Tham_Quan_Di_Tich
721,12.5,3,4,Cong_Tac,Tren_55,Nu,Mua_Dong,Hue,Zalo_OA,4,0,Hai_Phong,Vietravel_Airlines,Hotel_3_Star,0,1,1,0,0,0,0,0,1,0,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay",HD_Tham_Quan_Di_Tich
722,11.6,4,2,Kham_Pha,25_34,Nam,Mua_Dong,Da_Nang,Zalo_OA,3,0,Da_Nang,None,Hotel_4_Star,1,1,0,0,0,0,1,0,0,0,0,0,DV_Khach_San_Homestay,HD_Tam_Bien
723,12.7,4,4,Trang_Mat,25_34,Nu,Mua_Ha,Phu_Quoc,Website,5,0,Ha_Noi,Vietnam_Airlines,Hotel_4_Star,1,1,1,1,0,0,0,0,0,0,1,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay",HD_Check_In
724,13.5,2,3,Cong_Tac,45_54,Nam,Mua_Ha,Ha_Long,Truc_Tiep,5,1,Da_Nang,VietJet_Air,Homestay,0,1,1,1,1,0,0,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
725,4.8,3,3,Cong_Tac,18_24,Nam,Mua_Thu,Ha_Noi,Truc_Tiep,5,0,Can_Tho,VietJet_Air,Hotel_3_Star,0,0,0,0,0,0,0,0,0,1,0,0,,HD_Am_Thuc
726,8.6,4,2,Trang_Mat,18_24,Nu,Mua_Thu,Hue,Zalo_OA,5,0,Ha_Noi,Vietravel_Airlines,Homestay,0,1,0,0,0,0,0,0,0,0,0,0,DV_Khach_San_Homestay,
727,15.1,3,1,Trang_Mat,35_44,Nam,Mua_Thu,Sapa,Mobile_App,4,1,Ha_Noi,VietJet_Air,Resort_5_Star,1,1,0,0,0,0,0,0,0,0,0,1,DV_Khach_San_Homestay,HD_Nghi_Duong_Chua_Lanh
728,14.0,4,3,Trang_Mat,Tren_55,Nam,Mua_Xuan,Ha_Noi,Zalo_OA,4,0,Ha_Noi,None,Hotel_3_Star,0,1,0,0,0,0,0,0,1,1,0,0,DV_Khach_San_Homestay,"HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
729,27.8,4,2,Nghi_Duong,25_34,Nu,Mua_Xuan,Hue,Mobile_App,3,0,Da_Nang,Bamboo_Airways,Resort_5_Star,1,1,0,0,0,1,0,0,1,0,0,0,"DV_Khach_San_Homestay,DV_Thue_Xe_Tu_Lai",HD_Tham_Quan_Di_Tich
730,12.1,4,3,Kham_Pha,18_24,Nu,Mua_Xuan,Da_Nang,Mobile_App,3,1,Ha_Noi,Vietravel_Airlines,Hotel_4_Star,1,1,1,1,0,0,1,0,0,0,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay",HD_Tam_Bien
731,37.7,5,1,Nghi_Duong,25_34,Nam,Mua_Xuan,Ha_Long,Zalo_OA,4,1,HCMC,VietJet_Air,Resort_5_Star,0,1,1,1,1,1,0,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi,DV_Thue_Xe_Tu_Lai","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
