tourist_id,gioi_tinh,nhom_tuoi,muc_dich,so_nguoi,ngan_sach_trieu,so_ngay,mua,dia_diem,kenh_dat,danh_gia,khach_quay_lai,DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi,DV_Thue_Xe_Tu_Lai,HD_Tam_Bien,HD_Leo_Nui_Trekking,HD_Tham_Quan_Di_Tich,HD_Am_Thuc,HD_Check_In,HD_Nghi_Duong_Chua_Lanh,services_list,activities_list
KH1191,Nam,46-55,Gia_Dinh,1,9.5,7,Ha,Da_Nang,Truc_Tiep,4.0,0,0,0,1,1,0,1,0,1,0,0,0,"DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Tham_Quan_Di_Tich"
KH1192,Nu,46-55,Kham_Pha,3,12.4,4,Ha,Hoi_An,Truc_Tiep,4.5,1,0,0,0,0,0,0,0,0,1,0,0,,HD_Am_Thuc
KH1193,Nu,55+,Kham_Pha,4,42.4,4,Dong,Phu_Quoc,Truc_Tiep,3.0,1,1,1,0,1,1,0,1,0,0,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Tour_Va_Khu_Vui_Choi,DV_Thue_Xe_Tu_Lai",HD_Leo_Nui_Trekking
KH1194,Nam,18-25,Di_Mot_Minh,5,37.8,2,Xuan,Da_Nang,Website_OTA,4.0,1,1,1,1,0,0,1,0,0,1,0,1,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay","HD_Tam_Bien,HD_Am_Thuc,HD_Nghi_Duong_Chua_Lanh"
KH1195,Nu,55+,Tuan_Trang_Mat,2,13.7,8,Dong,Sapa,Truc_Tiep,4.0,1,1,0,0,0,1,0,1,0,1,0,0,"DV_Khach_San_Homestay,DV_Thue_Xe_Tu_Lai","HD_Leo_Nui_Trekking,HD_Am_Thuc"
KH1196,Nu,36-45,Cong_Tac,4,46.2,5,Ha,Sapa,Super_App_Vi_Dien_Tu,4.0,1,1,0,0,0,0,0,1,0,1,0,0,DV_Khach_San_Homestay,"HD_Leo_Nui_Trekking,HD_Am_Thuc"
KH1197,Nam,18-25,Kham_Pha,5,34.9,6,Thu,Hoi_An,App_Di_Dong,4.0,1,1,0,0,0,1,0,0,1,1,0,1,"DV_Khach_San_Homestay,DV_Thue_Xe_Tu_Lai","HD_Tham_Quan_Di_Tich,HD_Am_Thuc,HD_Nghi_Duong_Chua_Lanh"
KH1198,Nam,26-35,Kham_Pha,2,19.7,8,Xuan,HCMC,Website_OTA,2.5,1,1,1,1,1,0,0,0,0,1,1,1,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Am_Thuc,HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
KH1199,Nu,26-35,Kham_Pha,3,23.1,6,Dong,Hue,App_Di_Dong,3.5,0,1,1,1,1,0,0,0,1,1,1,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tham_Quan_Di_Tich,HD_Am_Thuc,HD_Check_In"
KH1200,Nam,46-55,Ban_Be,4,9.9,2,Dong,Sapa,Super_App_Vi_Dien_Tu,4.5,0,1,0,0,0,1,0,1,1,1,1,0,"DV_Khach_San_Homestay,DV_Thue_Xe_Tu_Lai","HD_Leo_Nui_Trekking,HD_Tham_Quan_Di_Tich,HD_Am_Thuc,HD_Check_In"
KH1201,Nu,36-45,Tuan_Trang_Mat,4,37.5,6,Ha,Sapa,App_Di_Dong,5.0,1,1,0,0,0,1,0,1,0,1,0,0,"DV_Khach_San_Homestay,DV_Thue_Xe_Tu_Lai","HD_Leo_Nui_Trekking,HD_Am_Thuc"
KH1202,Nu,18-25,Ban_Be,3,99.3,7,Thu,Ha_Long,Truc_Tiep,3.5,0,1,1,0,0,0,0,0,0,0,1,1,"DV_Khach_San_Homestay,DV_Ve_May_Bay","HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
KH1203,Nu,55+,Di_Mot_Minh,2,8.3,5,Ha,Hoi_An,Website_OTA,4.0,0,1,0,0,1,0,0,0,0,1,0,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi",HD_Am_Thuc
KH1204,Nam,55+,Ban_Be,4,24.3,4,Dong,Hoi_An,Website_OTA,2.5,1,1,0,0,1,0,0,0,1,1,0,1,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi","HD_Tham_Quan_Di_Tich,HD_Am_Thuc,HD_Nghi_Duong_Chua_Lanh"
KH1205,Nu,36-45,Cong_Tac,4,16.9,3,Ha,Ha_Long,App_Di_Dong,4.0,0,1,0,1,1,0,1,0,0,1,0,0,"DV_Khach_San_Homestay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Am_Thuc"
KH1206,Nu,46-55,Gia_Dinh,2,30.9,7,Thu,Da_Nang,Website_OTA,3.5,1,1,1,0,1,0,1,0,0,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Am_Thuc"
KH1207,Nu,26-35,Cong_Tac,2,22.5,5,Thu,Phu_Quoc,Super_App_Vi_Dien_Tu,4.0,0,0,0,0,1,0,1,0,0,1,1,1,DV_Tour_Va_Khu_Vui_Choi,"HD_Tam_Bien,HD_Am_Thuc,HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
KH1208,Nam,55+,Kham_Pha,5,15.0,2,Thu,Da_Nang,Super_App_Vi_Dien_Tu,3.0,1,1,1,1,0,0,1,0,1,0,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay","HD_Tam_Bien,HD_Tham_Quan_Di_Tich"
KH1209,Nam,55+,Gia_Dinh,3,12.4,2,Xuan,Da_Nang,Super_App_Vi_Dien_Tu,3.5,1,0,1,1,1,0,1,0,0,1,0,0,"DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Am_Thuc"
KH1210,Nu,18-25,Ban_Be,2,13.0,7,Ha,Hoi_An,Website_OTA,4.0,0,1,0,0,0,1,0,0,1,1,1,0,"DV_Khach_San_Homestay,DV_Thue_Xe_Tu_Lai","HD_Tham_Quan_Di_Tich,HD_Am_Thuc,HD_Check_In"
KH1211,Nu,36-45,Di_Mot_Minh,1,21.2,7,Xuan,Ha_Noi,Truc_Tiep,3.0,1,1,1,0,1,0,0,0,0,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Tour_Va_Khu_Vui_Choi",HD_Am_Thuc
KH1212,Nam,46-55,Kham_Pha,1,2.7,3,Thu,Hoi_An,Truc_Tiep,3.0,0,1,0,0,1,0,1,1,0,1,0,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Leo_Nui_Trekking,HD_Am_Thuc"
KH1213,Nu,46-55,Cong_Tac,5,82.1,7,Xuan,Ha_Long,App_Di_Dong,3.5,1,1,0,1,1,0,1,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
KH1214,Nu,55+,Cong_Tac,1,9.1,6,Thu,Da_Lat,Super_App_Vi_Dien_Tu,4.5,1,1,1,1,0,0,0,1,1,0,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay","HD_Leo_Nui_Trekking,HD_Tham_Quan_Di_Tich"
KH1215,Nu,55+,Tuan_Trang_Mat,2,6.5,2,Ha,Da_Lat,Website_OTA,4.5,0,1,0,1,0,1,0,1,1,0,0,0,"DV_Khach_San_Homestay,DV_Dua_Don_San_Bay,DV_Thue_Xe_Tu_Lai","HD_Leo_Nui_Trekking,HD_Tham_Quan_Di_Tich"
KH1216,Nam,18-25,Cong_Tac,2,12.0,6,Thu,Sapa,Truc_Tiep,3.0,0,1,0,0,0,1,0,1,0,1,1,1,"DV_Khach_San_Homestay,DV_Thue_Xe_Tu_Lai","HD_Leo_Nui_Trekking,HD_Am_Thuc,HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
KH1217,Nam,36-45,Ban_Be,5,66.4,7,Ha,Sapa,Truc_Tiep,4.5,1,1,0,0,0,0,0,0,1,1,1,0,DV_Khach_San_Homestay,"HD_Tham_Quan_Di_Tich,HD_Am_Thuc,HD_Check_In"
KH1218,Nam,18-25,Cong_Tac,5,69.7,5,Thu,Phu_Quoc,Truc_Tiep,3.0,0,1,1,1,1,0,0,0,0,0,1,1,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
KH1219,Nu,46-55,Tuan_Trang_Mat,4,18.3,8,Xuan,Sapa,Super_App_Vi_Dien_Tu,3.0,0,1,0,0,0,1,0,1,1,1,0,0,"DV_Khach_San_Homestay,DV_Thue_Xe_Tu_Lai","HD_Leo_Nui_Trekking,HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
KH1220,Nam,36-45,Di_Mot_Minh,1,8.6,2,Thu,Mui_Ne,Truc_Tiep,4.5,0,1,0,0,0,0,0,0,0,1,0,0,DV_Khach_San_Homestay,HD_Am_Thuc
KH1221,Nam,46-55,Di_Mot_Minh,3,25.4,7,Thu,Ha_Noi,Website_OTA,3.0,0,1,1,1,0,0,1,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay","HD_Tam_Bien,HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
KH1222,Nu,36-45,Gia_Dinh,1,3.0,2,Xuan,HCMC,App_Di_Dong,3.0,0,1,0,0,1,1,0,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi,DV_Thue_Xe_Tu_Lai","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
KH1223,Nam,18-25,Gia_Dinh,1,3.1,5,Xuan,Hue,Super_App_Vi_Dien_Tu,3.0,1,1,1,1,0,0,0,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
KH1224,Nam,36-45,Tuan_Trang_Mat,3,8.2,2,Ha,Mui_Ne,Website_OTA,2.5,1,1,0,0,0,0,1,0,0,1,0,0,DV_Khach_San_Homestay,"HD_Tam_Bien,HD_Am_Thuc"
KH1225,Nam,26-35,Tuan_Trang_Mat,6,46.4,5,Dong,Da_Nang,App_Di_Dong,3.0,1,1,0,0,0,0,1,0,0,0,0,1,DV_Khach_San_Homestay,"HD_Tam_Bien,HD_Nghi_Duong_Chua_Lanh"
KH1226,Nu,26-35,Gia_Dinh,6,31.7,3,Dong,HCMC,Website_OTA,2.5,0,1,1,0,1,0,0,0,1,1,0,1,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tham_Quan_Di_Tich,HD_Am_Thuc,HD_Nghi_Duong_Chua_Lanh"
KH1227,Nam,18-25,Kham_Pha,2,31.0,5,Ha,Sapa,Truc_Tiep,4.5,0,1,0,0,0,1,1,0,0,1,1,1,"DV_Khach_San_Homestay,DV_Thue_Xe_Tu_Lai","HD_Tam_Bien,HD_Am_Thuc,HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
KH1228,Nu,18-25,Gia_Dinh,4,52.9,8,Thu,Hoi_An,Truc_Tiep,4.5,0,1,0,0,0,1,0,0,1,1,1,0,"DV_Khach_San_Homestay,DV_Thue_Xe_Tu_Lai","HD_Tham_Quan_Di_Tich,HD_Am_Thuc,HD_Check_In"
KH1229,Nu,18-25,Tuan_Trang_Mat,5,105.5,8,Thu,Nha_Trang,Website_OTA,5.0,0,1,1,1,1,0,1,1,1,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Leo_Nui_Trekking,HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
KH1230,Nam,36-45,Kham_Pha,4,75.1,7,Ha,Da_Nang,Website_OTA,4.5,1,1,1,0,1,0,1,1,0,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Leo_Nui_Trekking,HD_Am_Thuc"
KH1231,Nam,36-45,Kham_Pha,2,8.1,4,Dong,Hue,Truc_Tiep,4.0,1,1,1,1,0,1,0,0,0,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Thue_Xe_Tu_Lai",HD_Am_Thuc
KH1232,Nu,26-35,Cong_Tac,1,8.5,4,Thu,Hoi_An,Website_OTA,5.0,1,1,0,1,1,0,0,0,1,1,0,1,"DV_Khach_San_Homestay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tham_Quan_Di_Tich,HD_Am_Thuc,HD_Nghi_Duong_Chua_Lanh"
KH1233,Nam,55+,Cong_Tac,6,87.9,7,Xuan,Da_Lat,Super_App_Vi_Dien_Tu,5.0,1,1,1,1,0,0,0,1,0,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay","HD_Leo_Nui_Trekking,HD_Am_Thuc"
KH1234,Nu,18-25,Di_Mot_Minh,1,6.9,3,Thu,Phu_Quoc,Truc_Tiep,3.5,1,1,1,1,1,0,1,0,0,1,0,1,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Am_Thuc,HD_Nghi_Duong_Chua_Lanh"
KH1235,Nam,36-45,Tuan_Trang_Mat,6,159.0,8,Xuan,Da_Nang,App_Di_Dong,3.0,1,1,1,0,0,0,1,0,0,1,1,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay","HD_Tam_Bien,HD_Am_Thuc,HD_Check_In"
KH1236,Nam,26-35,Gia_Dinh,1,2.4,2,Dong,Nha_Trang,App_Di_Dong,4.5,1,1,1,0,1,0,1,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
KH1237,Nu,26-35,Cong_Tac,1,19.3,3,Dong,Ha_Long,Website_OTA,5.0,1,1,1,1,1,0,1,0,1,1,1,1,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Tham_Quan_Di_Tich,HD_Am_Thuc,HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
KH1238,Nam,26-35,Ban_Be,6,42.3,4,Dong,Hue,Truc_Tiep,3.5,0,1,1,1,1,1,0,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi,DV_Thue_Xe_Tu_Lai","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
KH1239,Nu,18-25,Tuan_Trang_Mat,6,108.0,6,Thu,Sapa,Super_App_Vi_Dien_Tu,4.0,1,0,0,0,0,0,0,1,1,1,0,0,,"HD_Leo_Nui_Trekking,HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
KH1240,Nam,55+,Gia_Dinh,6,38.0,5,Xuan,Sapa,Website_OTA,4.0,0,1,0,0,0,0,1,1,1,0,0,0,DV_Khach_San_Homestay,"HD_Tam_Bien,HD_Leo_Nui_Trekking,HD_Tham_Quan_Di_Tich"
KH1241,Nu,55+,Tuan_Trang_Mat,1,6.4,5,Ha,Da_Nang,Website_OTA,4.0,0,1,1,1,1,0,1,1,1,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Leo_Nui_Trekking,HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
KH1242,Nam,18-25,Cong_Tac,3,13.6,5,Xuan,Da_Lat,Truc_Tiep,3.5,1,1,1,1,0,0,0,1,0,1,1,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay","HD_Leo_Nui_Trekking,HD_Am_Thuc,HD_Check_In"
KH1243,Nu,18-25,Kham_Pha,3,5.5,2,Thu,Da_Lat,App_Di_Dong,4.0,0,1,1,1,0,0,0,1,0,1,1,1,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay","HD_Leo_Nui_Trekking,HD_Am_Thuc,HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
KH1244,Nu,36-45,Di_Mot_Minh,5,22.8,4,Xuan,Da_Nang,Website_OTA,3.5,1,1,1,0,1,0,1,0,0,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Am_Thuc"
KH1245,Nam,26-35,Cong_Tac,1,16.2,7,Dong,Ha_Long,App_Di_Dong,2.5,1,1,0,0,0,0,1,1,0,1,0,1,DV_Khach_San_Homestay,"HD_Tam_Bien,HD_Leo_Nui_Trekking,HD_Am_Thuc,HD_Nghi_Duong_Chua_Lanh"
KH1246,Nu,26-35,Gia_Dinh,6,14.0,2,Ha,HCMC,Truc_Tiep,4.5,0,1,1,1,1,0,0,0,0,1,1,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Am_Thuc,HD_Check_In"
KH1247,Nu,36-45,Ban_Be,6,77.6,6,Ha,Hoi_An,Super_App_Vi_Dien_Tu,4.0,1,1,0,0,1,0,0,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
KH1248,Nu,26-35,Ban_Be,4,150.0,7,Dong,Ha_Long,Super_App_Vi_Dien_Tu,4.5,0,1,1,1,1,0,1,0,0,1,0,1,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Am_Thuc,HD_Nghi_Duong_Chua_Lanh"
KH1249,Nu,26-35,Di_Mot_Minh,5,31.4,7,Ha,HCMC,Website_OTA,3.5,1,1,1,0,1,0,0,0,0,0,1,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Tour_Va_Khu_Vui_Choi",HD_Check_In
KH1250,Nu,46-55,Ban_Be,1,7.0,3,Thu,Nha_Trang,Website_OTA,4.0,1,1,1,0,0,0,1,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay","HD_Tam_Bien,HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
KH1251,Nam,26-35,Di_Mot_Minh,6,64.9,4,Ha,Da_Lat,Website_OTA,5.0,0,1,1,1,0,1,0,1,1,1,1,1,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Thue_Xe_Tu_Lai","HD_Leo_Nui_Trekking,HD_Tham_Quan_Di_Tich,HD_Am_Thuc,HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
KH1252,Nam,46-55,Ban_Be,5,93.4,6,Xuan,Ha_Long,Truc_Tiep,3.0,0,1,1,0,0,0,1,0,0,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay","HD_Tam_Bien,HD_Am_Thuc"
KH1253,Nam,55+,Gia_Dinh,4,10.6,3,Dong,Ha_Noi,App_Di_Dong,4.0,0,1,1,1,1,0,1,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
KH1254,Nam,26-35,Ban_Be,5,42.8,8,Ha,Da_Lat,App_Di_Dong,3.0,0,1,1,0,0,0,0,0,0,1,1,1,"DV_Khach_San_Homestay,DV_Ve_May_Bay","HD_Am_Thuc,HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
KH1255,Nam,55+,Kham_Pha,1,4.2,4,Dong,Sapa,Super_App_Vi_Dien_Tu,3.5,1,1,0,0,0,0,0,0,0,0,0,1,DV_Khach_San_Homestay,HD_Nghi_Duong_Chua_Lanh
KH1256,Nam,26-35,Ban_Be,4,188.0,8,Ha,Phu_Quoc,Website_OTA,5.0,1,1,1,0,1,0,1,0,0,1,1,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Am_Thuc,HD_Check_In"
KH1257,Nu,46-55,Tuan_Trang_Mat,5,46.6,5,Dong,Ha_Long,App_Di_Dong,3.0,0,1,1,1,0,0,1,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay","HD_Tam_Bien,HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
KH1258,Nam,26-35,Cong_Tac,3,5.6,3,Ha,Ha_Noi,Super_App_Vi_Dien_Tu,4.5,1,1,0,0,1,1,0,0,1,1,1,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi,DV_Thue_Xe_Tu_Lai","HD_Tham_Quan_Di_Tich,HD_Am_Thuc,HD_Check_In"
KH1259,Nam,46-55,Di_Mot_Minh,5,53.9,3,Xuan,Nha_Trang,Super_App_Vi_Dien_Tu,2.5,0,0,1,0,0,0,0,0,1,1,0,0,DV_Ve_May_Bay,"HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
KH1260,Nam,26-35,Kham_Pha,6,70.2,4,Xuan,Ha_Long,Website_OTA,4.0,0,1,1,1,1,0,1,0,0,0,1,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Check_In"
KH1261,Nam,18-25,Cong_Tac,3,34.8,6,Dong,Hue,Website_OTA,4.5,1,1,1,0,1,0,0,0,1,1,1,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tham_Quan_Di_Tich,HD_Am_Thuc,HD_Check_In"
KH1262,Nam,46-55,Di_Mot_Minh,3,9.8,2,Ha,HCMC,Super_App_Vi_Dien_Tu,3.0,1,1,1,0,1,1,1,0,1,0,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Tour_Va_Khu_Vui_Choi,DV_Thue_Xe_Tu_Lai","HD_Tam_Bien,HD_Tham_Quan_Di_Tich"
KH1263,Nu,26-35,Cong_Tac,3,20.9,8,Ha,Ha_Noi,Super_App_Vi_Dien_Tu,3.5,0,1,1,1,1,1,0,0,1,0,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi,DV_Thue_Xe_Tu_Lai",HD_Tham_Quan_Di_Tich
KH1264,Nam,46-55,Kham_Pha,1,4.1,2,Dong,Mui_Ne,Website_OTA,4.5,1,1,0,0,0,0,1,0,0,1,0,0,DV_Khach_San_Homestay,"HD_Tam_Bien,HD_Am_Thuc"
KH1265,Nam,46-55,Ban_Be,5,20.8,4,Ha,Hoi_An,App_Di_Dong,3.5,0,1,0,0,1,0,0,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
KH1266,Nu,26-35,Kham_Pha,3,39.2,6,Dong,Phu_Quoc,Truc_Tiep,4.5,1,0,1,1,1,0,1,0,0,1,0,1,"DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Am_Thuc,HD_Nghi_Duong_Chua_Lanh"
KH1267,Nam,46-55,Gia_Dinh,6,16.3,2,Xuan,Ha_Long,Truc_Tiep,3.5,1,1,1,0,0,0,0,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
KH1268,Nam,46-55,Gia_Dinh,2,39.4,8,Thu,HCMC,Truc_Tiep,5.0,1,1,0,0,0,1,0,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Thue_Xe_Tu_Lai","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
KH1269,Nu,18-25,Gia_Dinh,1,25.1,7,Xuan,Phu_Quoc,Super_App_Vi_Dien_Tu,4.5,1,0,0,0,1,0,1,0,0,1,1,0,DV_Tour_Va_Khu_Vui_Choi,"HD_Tam_Bien,HD_Am_Thuc,HD_Check_In"
KH1270,Nu,36-45,Cong_Tac,1,12.9,4,Thu,Hue,Super_App_Vi_Dien_Tu,5.0,1,1,1,0,1,0,0,0,1,1,0,1,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tham_Quan_Di_Tich,HD_Am_Thuc,HD_Nghi_Duong_Chua_Lanh"
KH1271,Nu,26-35,Cong_Tac,5,49.9,8,Xuan,Nha_Trang,App_Di_Dong,4.0,1,1,1,1,1,0,1,0,0,1,1,1,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Am_Thuc,HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
KH1272,Nam,26-35,Cong_Tac,6,71.0,7,Xuan,Da_Nang,App_Di_Dong,5.0,1,1,1,1,1,0,0,0,0,1,1,1,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Am_Thuc,HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
KH1273,Nu,55+,Tuan_Trang_Mat,1,2.9,6,Ha,HCMC,App_Di_Dong,3.5,0,0,1,1,0,0,0,0,0,0,1,0,"DV_Ve_May_Bay,DV_Dua_Don_San_Bay",HD_Check_In
KH1274,Nu,36-45,Kham_Pha,6,41.5,3,Xuan,Sapa,App_Di_Dong,4.0,1,1,0,0,0,0,0,1,0,0,0,0,DV_Khach_San_Homestay,HD_Leo_Nui_Trekking
KH1275,Nam,26-35,Tuan_Trang_Mat,1,2.8,4,Ha,Sapa,Truc_Tiep,3.5,1,1,0,0,0,1,1,1,0,1,1,0,"DV_Khach_San_Homestay,DV_Thue_Xe_Tu_Lai","HD_Tam_Bien,HD_Leo_Nui_Trekking,HD_Am_Thuc,HD_Check_In"
KH1276,Nam,46-55,Gia_Dinh,6,14.3,3,Dong,Hue,App_Di_Dong,3.5,0,1,1,1,1,0,1,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
KH1277,Nu,26-35,Gia_Dinh,1,12.2,6,Dong,Da_Nang,Truc_Tiep,4.0,1,1,1,0,1,0,0,0,1,1,1,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tham_Quan_Di_Tich,HD_Am_Thuc,HD_Check_In"
